"","G","R","total_cost","beta","bias","mse","coverage"
"282",86,7,9460,0.5,0.00332748415274076,0.0260893327257446,0.95
"283",87,7,9570,0.5,0.0200578365683007,0.0310932721876653,0.96
"284",88,7,9680,0.5,-0.00327430964562248,0.0317813332477603,0.94
"285",89,7,9790,0.5,-0.00725230563356399,0.0370285412155002,0.91
"286",90,7,9900,0.5,-0.0105314839421183,0.0324749914908467,0.92
"287",91,6,9100,0.5,5.4296894821948e-05,0.0309922118449909,0.92
"288",92,6,9200,0.5,9.67927565671545e-05,0.0329337183965353,0.95
"289",93,6,9300,0.5,-0.0184617305159236,0.0254417126442231,0.96
"290",94,6,9400,0.5,-0.00334200006630203,0.0237318222760113,0.97
"291",95,6,9500,0.5,0.0133239580711004,0.0242067521155937,0.96
"292",96,6,9600,0.5,0.0215693432104592,0.0267582855391629,0.95
"293",97,6,9700,0.5,-0.00627176880867986,0.0267986869348609,0.96
"294",98,6,9800,0.5,0.0188452471472963,0.031447343895378,0.96
"295",99,6,9900,0.5,-0.000630147164775718,0.0263063197652394,0.97
"296",100,6,10000,0.5,0.0299283128089245,0.0244329922989584,0.96
"297",101,5,9090,0.5,-0.000310693116048588,0.0186155696540069,0.99
"298",102,5,9180,0.5,0.0257166067831529,0.0228370804822407,0.96
"299",103,5,9270,0.5,-0.0223204124066566,0.0275153532853987,0.96
"300",104,5,9360,0.5,0.00244125169226006,0.0239322431697553,0.95
"301",105,5,9450,0.5,0.00959201032108958,0.0178547654089908,0.98
"302",106,5,9540,0.5,0.0178745909261571,0.0289419706511561,0.97
"303",107,5,9630,0.5,0.0175833620194803,0.0259139457920329,0.94
"304",108,5,9720,0.5,0.00782137611513234,0.033004923708685,0.93
"305",109,5,9810,0.5,-0.00157661335054177,0.0296688241493896,0.95
"306",110,5,9900,0.5,0.0121140615462714,0.02419274916201,0.96
"307",111,5,9990,0.5,0.0324135168628009,0.0248678944541891,0.93
"308",112,4,8960,0.5,-0.0115690230681725,0.023125389111849,0.98
"309",113,4,9040,0.5,-0.0152704378862435,0.027738325607227,0.94
"310",114,4,9120,0.5,0.0116334008648641,0.0266879186089073,0.92
"311",115,4,9200,0.5,0.00626226722446832,0.0313979477983432,0.92
"312",116,4,9280,0.5,0.00790252723254525,0.0271417320556133,0.95
"313",117,4,9360,0.5,-0.00160700302946692,0.0345865944502837,0.89
"314",118,4,9440,0.5,-0.00947438754310803,0.0257263569000854,0.94
"315",119,4,9520,0.5,0.00248145306929215,0.0358451136503047,0.9
"316",120,4,9600,0.5,0.0143927298608952,0.0296735088612802,0.9
"317",121,4,9680,0.5,0.00397058721849286,0.0193497788262304,0.98
"318",122,4,9760,0.5,-0.00608424307820404,0.021963028909332,0.98
"319",123,4,9840,0.5,-0.00304177588632848,0.0184614098922079,0.97
"320",124,4,9920,0.5,0.0129310249322744,0.0242072380107118,0.96
"321",125,4,10000,0.5,0.00616165481606756,0.023804802172495,0.93
"322",126,3,8820,0.5,-0.0174352599319679,0.0234889411139274,0.94
"323",127,3,8890,0.5,-0.000805303749811581,0.0333772922227651,0.92
"324",128,3,8960,0.5,0.00465640017221769,0.0225992694947583,0.97
"325",129,3,9030,0.5,-0.000651242349725634,0.0237629785710392,0.98
"326",130,3,9100,0.5,-0.0125102976212566,0.026375297346288,0.95
"327",131,3,9170,0.5,0.0137292630285524,0.0279785211030499,0.9
"328",132,3,9240,0.5,0.0264555128915855,0.0263608827775666,0.93
"329",133,3,9310,0.5,-0.0137307137910415,0.0283571642429254,0.92
"330",134,3,9380,0.5,-0.00979602302622745,0.0227742510433552,0.95
"331",135,3,9450,0.5,-0.0163784828467247,0.0208199753774192,0.97
"332",136,3,9520,0.5,-0.0119808057252723,0.0212082343664332,0.96
"333",137,3,9590,0.5,-0.0271565827434443,0.02353053046947,0.95
"334",138,3,9660,0.5,-0.027484516151439,0.0208447127497491,0.96
"335",139,3,9730,0.5,0.00211975263769848,0.0183079280140211,0.98
"336",140,3,9800,0.5,-0.00724360388646783,0.0215527100544659,0.97
"337",141,3,9870,0.5,0.0160063732449854,0.0179358319319902,0.96
"338",142,3,9940,0.5,-0.000759811080283501,0.025526468086079,0.93
"339",143,2,8580,0.5,-0.0272632634727495,0.0323195846347409,0.92
"340",144,2,8640,0.5,-0.032517012400779,0.0318254989950221,0.89
"341",145,2,8700,0.5,0.00615678891007909,0.0283988394436847,0.93
"342",146,2,8760,0.5,-0.0085756637171952,0.0256845725585019,0.96
"343",147,2,8820,0.5,-0.00978566937697767,0.0270430962920725,0.93
"344",148,2,8880,0.5,-0.0147398731007599,0.0258341984138838,0.96
"345",149,2,8940,0.5,-0.0137574671876796,0.0249895204375827,0.96
"346",150,2,9000,0.5,-0.0348513953300889,0.0251518601084139,0.95
"347",151,2,9060,0.5,0.00808095412212817,0.0320504564872784,0.9
"348",152,2,9120,0.5,0.000309188642109159,0.0302782145221399,0.95
"349",153,2,9180,0.5,-0.00209296508871343,0.0271225605730771,0.92
"350",154,2,9240,0.5,-0.0121360928166851,0.0245849214632389,0.94
"351",155,2,9300,0.5,-0.00613427331378663,0.0212082425234029,0.97
"352",156,2,9360,0.5,-0.0155297777107409,0.0273776229908108,0.94
"353",157,2,9420,0.5,0.0244726568612363,0.0252035496460203,0.96
"354",158,2,9480,0.5,0.022407738695711,0.0208035716026367,0.97
"355",159,2,9540,0.5,0.0166007326440758,0.02400954070264,0.93
"356",160,2,9600,0.5,-0.000340285343633284,0.0343049741571303,0.92
"357",161,2,9660,0.5,-0.0150830510863546,0.0244826954284307,0.96
"358",162,2,9720,0.5,-0.0294183103985913,0.0222930607572968,0.97
"359",163,2,9780,0.5,-0.00910489584172536,0.0185010034851365,0.99
"360",164,2,9840,0.5,-0.00704874870061201,0.0193533270467245,0.98
"361",165,2,9900,0.5,0.00457883837336126,0.0208535533898771,0.97
"362",166,2,9960,0.5,0.0162476309901881,0.0272004360955933,0.95
"363",167,1,8350,0.5,0.0310515757233102,0.0432074934106225,0.92
"364",168,1,8400,0.5,0.0225416958236425,0.0420298824557795,0.96
"365",169,1,8450,0.5,0.000672474572985804,0.0368950871206837,0.96
"366",170,1,8500,0.5,-0.0075744576414784,0.0341410178357995,0.95
"367",171,1,8550,0.5,0.0197633352990318,0.0337497486998332,0.93
"368",172,1,8600,0.5,-0.00077995961666516,0.0297021946400793,0.95
"369",173,1,8650,0.5,0.00928957683493759,0.0334885090497591,0.94
"370",174,1,8700,0.5,-0.00813876418926962,0.03093378012331,0.98
"371",175,1,8750,0.5,0.00649326449539933,0.0311992682658113,0.97
"372",176,1,8800,0.5,0.00206231232032617,0.0291596775748866,0.95
"373",177,1,8850,0.5,0.0242607977156982,0.0323817142568196,0.97
"374",178,1,8900,0.5,-0.0098719590859318,0.0391124738370869,0.95
"375",179,1,8950,0.5,-0.00394865326617239,0.041486554448561,0.95
"376",180,1,9000,0.5,0.0218196688128766,0.0307463319075957,0.97
"377",181,1,9050,0.5,0.00637867261366742,0.0337094514345233,0.95
"378",182,1,9100,0.5,-0.0193677021045531,0.033556080355674,0.94
"379",183,1,9150,0.5,0.00305177131718293,0.030671988460017,0.94
"380",184,1,9200,0.5,-0.0195856465171439,0.0298963111161979,0.96
"381",185,1,9250,0.5,0.0384548259737099,0.0268340308694649,0.96
"382",186,1,9300,0.5,-0.0526657532512401,0.0440517598664546,0.89
"383",187,1,9350,0.5,0.00838103415619729,0.0294845978847984,0.97
"384",188,1,9400,0.5,0.000207811797988011,0.0310160692138135,0.96
"385",189,1,9450,0.5,-0.0280204999292064,0.0358997866732858,0.96
"386",190,1,9500,0.5,-0.0108259436874584,0.0275121687263395,0.98
"387",191,1,9550,0.5,0.0166454689567763,0.036177370237043,0.95
"388",192,1,9600,0.5,0.00649274165298785,0.0310428082489947,0.96
"389",193,1,9650,0.5,-0.00838700505172135,0.0323171633207057,0.98
"390",194,1,9700,0.5,0.017168606798469,0.0302163244181232,0.94
"391",195,1,9750,0.5,0.0087780438206112,0.0255387438771388,0.97
"392",196,1,9800,0.5,-0.00165513887231278,0.0313787085144348,0.94
"393",197,1,9850,0.5,0.0121402179156479,0.0338961296855559,0.95
"394",198,1,9900,0.5,-0.00292084833491091,0.0272241239061134,0.95
