"","G","R","total_cost","beta","bias","mse","coverage"
"395",199,1,9950,0.5,0.00765116484612005,0.033184554669184,0.94
"396",200,1,10000,0.5,0.0115746264545713,0.0351156211031139,0.9
"397",3,329,9990,1,0.0370118434092879,0.644030198750287,0.43
"398",4,246,10000,1,-0.12995805606954,0.646833510898002,0.65
"399",5,196,10000,1,-0.0855621240357423,0.425058132982958,0.76
"400",6,162,9960,1,-0.0273766758265612,0.466929338584952,0.73
"401",7,138,9940,1,0.0315356106904534,0.299526473904206,0.81
"402",8,121,10000,1,-0.0344844926119092,0.280333555229172,0.87
"403",9,107,9990,1,0.0566028335778896,0.272265720740165,0.86
"404",10,96,10000,1,-0.00836943269841861,0.299365050252357,0.91
"405",11,86,9900,1,0.112901854030675,0.213707633164275,0.91
"406",12,79,9960,1,-0.00131049914085124,0.225154991982511,0.83
"407",13,72,9880,1,0.00730506477728565,0.177753724203066,0.92
"408",14,67,9940,1,-0.000447755557855145,0.133617252922547,0.93
"409",15,62,9900,1,0.0166351581392497,0.164999054215261,0.92
"410",16,58,9920,1,-0.01825404381659,0.150526794382369,0.9
"411",17,54,9860,1,-0.0245850295093875,0.117744985033535,0.93
"412",18,51,9900,1,-0.00673128525786937,0.141275374655405,0.91
"413",19,48,9880,1,0.0280842335487539,0.106673649326411,0.91
"414",20,46,10000,1,0.0347042984832211,0.106542961644401,0.92
"415",21,43,9870,1,0.048387519510013,0.0811300457940369,0.96
"416",22,41,9900,1,-0.0427189219646803,0.105695601461534,0.93
"417",23,39,9890,1,-0.0314403208254834,0.0994925394473795,0.9
"418",24,37,9840,1,-0.00916774079081517,0.080306339953784,0.97
"419",25,36,10000,1,0.0110746208019432,0.0732304146563091,0.93
"420",26,34,9880,1,0.033786971101166,0.0825927324225393,0.96
"421",27,33,9990,1,0.0458593469833812,0.0727384859431132,0.96
"422",28,31,9800,1,0.0405294634239131,0.0789345651599941,0.91
"423",29,30,9860,1,-0.0388810108496158,0.0512288472753936,0.94
"424",30,29,9900,1,0.0463667909186249,0.0804323556351661,0.88
"425",31,28,9920,1,-0.0316745806131824,0.0797479211799925,0.87
"426",32,27,9920,1,0.0122499812262504,0.0631963363588634,0.93
"427",33,26,9900,1,0.00721663051471899,0.0633079269891474,0.92
"428",34,25,9860,1,-0.0169006129089468,0.0601136550951919,0.94
"429",35,24,9800,1,0.00607251859365654,0.0683956756471865,0.92
"430",36,23,9720,1,-0.00135562813986645,0.0532818122095269,0.95
"431",37,23,9990,1,-0.0213222029787943,0.0461200516309291,0.96
"432",38,22,9880,1,-0.00520424704437705,0.0452726846102951,0.97
"433",39,21,9750,1,-0.0460818858928971,0.0499522526308902,0.97
"434",40,21,10000,1,0.0349275659331922,0.0660530286095829,0.95
"435",41,20,9840,1,0.00603303389323728,0.0472357543609357,0.97
"436",42,19,9660,1,0.0131252758891163,0.0545709477521745,0.92
"437",43,19,9890,1,-0.0312033439347443,0.0567567719401535,0.93
"438",44,18,9680,1,0.00966390984403254,0.0454324318439924,0.98
"439",45,18,9900,1,0.0293834212696413,0.0362138511516532,0.96
"440",46,17,9660,1,0.0276692173683879,0.0569221680197113,0.91
"441",47,17,9870,1,-0.00308846510249949,0.0530987144480962,0.93
"442",48,16,9600,1,-0.0250838147869639,0.04086053337484,0.96
"443",49,16,9800,1,-0.00388030830889063,0.0421412619700867,0.93
"444",50,16,10000,1,-0.013518394049557,0.0517059711737011,0.92
"445",51,15,9690,1,0.0204422040217223,0.0370915839285465,0.96
"446",52,15,9880,1,-0.000568506341210195,0.0404278181838836,0.96
"447",53,14,9540,1,0.0181547306232608,0.0431574666036878,0.93
"448",54,14,9720,1,0.0224471198442433,0.0484184478341337,0.93
"449",55,14,9900,1,0.0123092220949226,0.0333964191227306,0.92
"450",56,13,9520,1,-0.00301644637699783,0.0327436721655126,0.95
"451",57,13,9690,1,0.0221991648400219,0.0355995867321259,0.94
"452",58,13,9860,1,-0.0166049989917612,0.0321807920411501,0.96
"453",59,12,9440,1,-0.0159860937997136,0.0393380727260834,0.95
"454",60,12,9600,1,-0.0270960290558172,0.0414477688469733,0.94
"455",61,12,9760,1,0.00550580493596975,0.0332018134857074,0.93
"456",62,12,9920,1,-0.0155919983423165,0.0316329692349922,0.95
"457",63,11,9450,1,0.0207371813470751,0.0443858852248924,0.91
"458",64,11,9600,1,0.00747379008242022,0.0290967580168516,0.99
"459",65,11,9750,1,-0.00597547528969133,0.0390310613955973,0.95
"460",66,11,9900,1,-0.0264583862181335,0.0361049881901242,0.93
"461",67,10,9380,1,0.0250076350833326,0.0410932334611475,0.94
"462",68,10,9520,1,-0.0257996416138047,0.0398876430845387,0.94
"463",69,10,9660,1,0.0289635640950514,0.0255921447484809,0.98
"464",70,10,9800,1,0.00225218919336334,0.0381975925498204,0.92
"465",71,10,9940,1,-0.0332520471878675,0.0338210901751611,0.94
"466",72,9,9360,1,-0.034266424702486,0.0315352862875689,0.96
"467",73,9,9490,1,0.0211305358299414,0.0305332409323391,0.95
"468",74,9,9620,1,0.00328221646649096,0.0373197823479723,0.94
"469",75,9,9750,1,0.00670793593016494,0.0289995316349042,0.97
"470",76,9,9880,1,0.0210145352157556,0.0299824189045931,0.94
"471",77,8,9240,1,-0.0133437862321282,0.0309915694674659,0.97
"472",78,8,9360,1,-0.0170567366344262,0.0358365624317062,0.91
"473",79,8,9480,1,-0.0180043083426262,0.031303013279233,0.93
"474",80,8,9600,1,0.0180229025564123,0.0353133443285873,0.92
"475",81,8,9720,1,0.013178786732138,0.0361476451809329,0.91
"476",82,8,9840,1,-0.0194595671306174,0.0324212021731456,0.93
"477",83,8,9960,1,0.0183635494301069,0.0314701148471057,0.94
"478",84,7,9240,1,0.00510791217026418,0.0313294546498248,0.93
"479",85,7,9350,1,-0.00917971295672027,0.03342130913266,0.95
"480",86,7,9460,1,-0.0161587060475049,0.0293416399424613,0.97
"481",87,7,9570,1,-0.0321440666156121,0.0324444156529321,0.93
"482",88,7,9680,1,0.00710848177174728,0.0356199819355161,0.9
"483",89,7,9790,1,0.0073277070815283,0.0290893981167482,0.95
"484",90,7,9900,1,0.0321036521612768,0.0310720322325899,0.93
"485",91,6,9100,1,0.0236794367281199,0.0271399132425028,0.97
"486",92,6,9200,1,-0.00602077638671561,0.0291070840262753,0.96
"487",93,6,9300,1,0.0115294239522743,0.0248841202345371,0.97
"488",94,6,9400,1,0.000786098836208948,0.0314158280511027,0.9
"489",95,6,9500,1,0.017855947025867,0.0300075299259104,0.9
"490",96,6,9600,1,-0.00773416023840234,0.0281612330763227,0.94
"491",97,6,9700,1,0.0104293072420674,0.0300362348061879,0.92
"492",98,6,9800,1,-0.0312960943172594,0.0269068670060885,0.96
"493",99,6,9900,1,-0.0149129529535296,0.0304714106705196,0.96
"494",100,6,10000,1,-0.0239954857928398,0.0305325347256686,0.94
"495",101,5,9090,1,-0.00274148988195699,0.0228796240580375,0.96
"496",102,5,9180,1,0.0158456254913948,0.0252824076958722,0.96
"497",103,5,9270,1,0.0167702934276175,0.0276882590017775,0.96
"498",104,5,9360,1,0.00585331598873307,0.0296514855755662,0.96
"499",105,5,9450,1,0.00690087916558557,0.0313456442715788,0.95
"500",106,5,9540,1,0.00553335144690803,0.0215734292340834,0.96
"501",107,5,9630,1,0.0110573837766086,0.0302519933313502,0.95
"502",108,5,9720,1,0.0296628880775895,0.0238819395584351,0.94
"503",109,5,9810,1,-0.0308288182693677,0.0276784795901142,0.95
"504",110,5,9900,1,-0.0241536314537519,0.028174333154204,0.93
"505",111,5,9990,1,-0.0276698753514156,0.0263287206260634,0.93
"506",112,4,8960,1,-0.0212446015192131,0.0289792468532562,0.94
"507",113,4,9040,1,-0.0107654203028218,0.0310884854050955,0.95
"508",114,4,9120,1,-0.00195894330932112,0.0213515807948708,0.97
"509",115,4,9200,1,0.025913683474506,0.027332861299165,0.95
"510",116,4,9280,1,0.00506190367380865,0.0332737525981203,0.91
"511",117,4,9360,1,-0.00319309047517202,0.025746141880029,0.94
"512",118,4,9440,1,0.00336525868680382,0.0247936698167951,0.95
"513",119,4,9520,1,-0.00406932088948775,0.0241528870017106,0.97
"514",120,4,9600,1,0.00841776172426267,0.0265035077279929,0.95
"515",121,4,9680,1,-0.0105447278672014,0.0319846592773514,0.93
"516",122,4,9760,1,0.00560641559908293,0.0234907499608394,0.96
"517",123,4,9840,1,-0.0207198664973476,0.0266798850014379,0.95
"518",124,4,9920,1,0.0180242662612558,0.0205616721313756,0.94
"519",125,4,10000,1,0.00861754022645678,0.0256437127262045,0.93
"520",126,3,8820,1,-0.0097555242709908,0.0276405166159816,0.96
"521",127,3,8890,1,-0.0153690901111618,0.0295265895542572,0.94
"522",128,3,8960,1,0.0179665337312476,0.0256346277342818,0.97
"523",129,3,9030,1,-0.00336130038431826,0.0212847643479389,0.98
"524",130,3,9100,1,0.0145805280463629,0.0322476289199332,0.93
"525",131,3,9170,1,-0.0184188958057573,0.0234226232512285,0.96
"526",132,3,9240,1,-0.00260532151566151,0.0309903948739263,0.95
"527",133,3,9310,1,-0.0235856238913768,0.0354358203010512,0.9
"528",134,3,9380,1,3.206526721522e-05,0.0251912343691015,0.96
"529",135,3,9450,1,0.0190204070607689,0.0208799414411618,0.95
"530",136,3,9520,1,0.0139285685794908,0.0239148878565641,0.96
"531",137,3,9590,1,0.0123812809065706,0.0285890275977299,0.93
"532",138,3,9660,1,0.00197617732717914,0.0302327656546481,0.91
"533",139,3,9730,1,-0.0172271673357468,0.0261858929056772,0.94
"534",140,3,9800,1,-0.0142751675358186,0.0222263314642668,0.92
"535",141,3,9870,1,-0.00478201142568502,0.0181636082432853,0.95
"536",142,3,9940,1,0.011551482356603,0.0188418633675453,0.98
"537",143,2,8580,1,0.020679936038513,0.0190117975550885,0.98
"538",144,2,8640,1,0.0294939501225975,0.0286847738586141,0.95
"539",145,2,8700,1,0.000683038926713841,0.031373681582787,0.93
"540",146,2,8760,1,-0.0117447893418717,0.0223641425483239,1
"541",147,2,8820,1,-0.0171940621278629,0.030342664688148,0.94
"542",148,2,8880,1,-0.0124337546272631,0.0303300072601154,0.92
"543",149,2,8940,1,-0.0119986692744811,0.0247735576348291,0.97
"544",150,2,9000,1,0.0116913150040825,0.0319862974604957,0.91
"545",151,2,9060,1,-0.0161406233088427,0.0276992901860781,0.94
"546",152,2,9120,1,0.0275465408739179,0.0232350988046167,0.94
"547",153,2,9180,1,-0.01169814597092,0.032157702775059,0.91
"548",154,2,9240,1,-0.00514300695116132,0.0208896157086571,0.97
"549",155,2,9300,1,-0.0116732002030147,0.0234733359848891,0.94
"550",156,2,9360,1,-0.00245246833865598,0.0265085392917947,0.93
"551",157,2,9420,1,-0.00105377373740356,0.0262757131677868,0.93
"552",158,2,9480,1,-0.0123702922087875,0.0338779326447217,0.93
"553",159,2,9540,1,-0.00666838173242135,0.0338565365202198,0.93
"554",160,2,9600,1,0.0222227290176396,0.0248339875384289,0.93
"555",161,2,9660,1,0.0108993460099183,0.0273306577287452,0.96
"556",162,2,9720,1,-0.0112435713551227,0.0242321809515707,0.94
"557",163,2,9780,1,0.00938020945092144,0.0236044923004816,0.93
"558",164,2,9840,1,0.0155686597097011,0.0242315865134647,0.97
"559",165,2,9900,1,0.00181697107104295,0.0241414384921832,0.94
"560",166,2,9960,1,-0.00951845823251196,0.0236670321729803,0.95
"561",167,1,8350,1,0.00390796150163952,0.0326749567676745,0.94
"562",168,1,8400,1,0.0119261099302006,0.0374048560854175,0.94
"563",169,1,8450,1,-0.0186703522246654,0.0389994604617103,0.93
"564",170,1,8500,1,-0.00837803196531195,0.0295083576855183,0.97
"565",171,1,8550,1,-0.0135237605413397,0.0413524041210567,0.92
"566",172,1,8600,1,0.0175566064596477,0.0317016820011289,0.97
"567",173,1,8650,1,0.0379581284083408,0.0296325673891144,0.95
"568",174,1,8700,1,0.0246601580244279,0.0423728707242487,0.92
"569",175,1,8750,1,-0.0245808539062663,0.0323994239808396,0.95
"570",176,1,8800,1,0.0311645257814279,0.0353102127286158,0.95
"571",177,1,8850,1,-0.0112573570768961,0.0274572528271907,0.99
"572",178,1,8900,1,0.0141230338008149,0.0301850028725953,0.98
"573",179,1,8950,1,0.0143087580649395,0.0293888702846339,0.96
"574",180,1,9000,1,-0.0215390069567111,0.031036673077813,0.98
"575",181,1,9050,1,0.0129736522575379,0.026282646736898,0.97
"576",182,1,9100,1,-0.0228832395209914,0.0328836493603478,0.94
"577",183,1,9150,1,0.00183907371260905,0.0316061515865978,0.96
"578",184,1,9200,1,0.00574063998271357,0.0324848032975754,0.96
"579",185,1,9250,1,-0.00116246481371163,0.0302195021757429,0.96
"580",186,1,9300,1,0.0380796260872323,0.0305491002870181,0.95
"581",187,1,9350,1,-0.00475362381286581,0.035026688228967,0.96
"582",188,1,9400,1,0.0227607779605041,0.024255817532839,0.96
"583",189,1,9450,1,0.0208101709043587,0.0313988157783201,0.94
"584",190,1,9500,1,0.0269255325627518,0.0301767485176463,0.96
"585",191,1,9550,1,0.0275529942419634,0.0320914828046257,0.94
"586",192,1,9600,1,0.00864648257254763,0.0282086253626238,0.96
"587",193,1,9650,1,-0.0111047527699571,0.0321050966594653,0.95
"588",194,1,9700,1,0.0133825971120693,0.0310384638269136,0.94
"589",195,1,9750,1,-0.00945244033276138,0.0299926458543272,0.95
"590",196,1,9800,1,-0.0314261454508534,0.0295629760138225,0.96
"591",197,1,9850,1,0.0532822331168394,0.028840727438733,0.95
"592",198,1,9900,1,-0.00489079092516587,0.0318853950224491,0.94
"593",199,1,9950,1,0.00933290534537923,0.0267194858045535,0.97
"594",200,1,10000,1,-0.000244011192773952,0.0398878055889058,0.88
"595",3,329,9990,1.5,0.0693148996413966,0.749207884900435,0.49
"596",4,246,10000,1.5,-0.0594044810642673,0.722196999974266,0.62
"597",5,196,10000,1.5,0.0766165742303286,0.536598004851689,0.75
"598",6,162,9960,1.5,-0.0367591091978328,0.354260311009286,0.78
"599",7,138,9940,1.5,-0.0169327123625358,0.302847461364362,0.8
"600",8,121,10000,1.5,-0.0179917534916294,0.244684700241725,0.91
"601",9,107,9990,1.5,0.00551298303162762,0.245720840660245,0.82
"602",10,96,10000,1.5,-0.0495152664373031,0.238940438847488,0.85
"603",11,86,9900,1.5,-0.117336780339241,0.208002105610538,0.87
"604",12,79,9960,1.5,-0.0439915664432404,0.189707821975022,0.92
"605",13,72,9880,1.5,0.0451892001886269,0.218975431016229,0.85
"606",14,67,9940,1.5,-0.00848197626974523,0.148743420607139,0.92
"607",15,62,9900,1.5,0.0526579001837582,0.165386339736943,0.88
"608",16,58,9920,1.5,-0.0170179822742991,0.145011415070211,0.88
"609",17,54,9860,1.5,0.0103948114201073,0.133751430096873,0.94
"610",18,51,9900,1.5,0.00761369848564408,0.111464708783734,0.92
"611",19,48,9880,1.5,-0.0421798169933894,0.117552003812662,0.92
"612",20,46,10000,1.5,-0.0260180341677674,0.113162668932129,0.89
"613",21,43,9870,1.5,0.0159974622832249,0.0872421375596259,0.95
"614",22,41,9900,1.5,0.0238679654548957,0.0829259256662322,0.95
"615",23,39,9890,1.5,0.0113409160142592,0.080581114199685,0.92
"616",24,37,9840,1.5,-0.0203185796926304,0.120757106048902,0.89
"617",25,36,10000,1.5,-0.0238132908097295,0.117200393930391,0.9
"618",26,34,9880,1.5,0.0457984491416252,0.081172192141832,0.95
"619",27,33,9990,1.5,0.0294446243266393,0.0928587426810253,0.95
"620",28,31,9800,1.5,0.0371615884845165,0.0787164043103487,0.96
"621",29,30,9860,1.5,0.0332628117595091,0.0756503524998663,0.95
"622",30,29,9900,1.5,-0.0340672050862032,0.0657156851000954,0.95
"623",31,28,9920,1.5,0.0138401146591571,0.081952218333562,0.94
"624",32,27,9920,1.5,0.0399104555092586,0.0709425123384202,0.91
"625",33,26,9900,1.5,0.0370865005491954,0.070912264749321,0.9
"626",34,25,9860,1.5,0.00269014745158924,0.0752103335055765,0.93
"627",35,24,9800,1.5,0.03669025447062,0.0664694764630431,0.93
"628",36,23,9720,1.5,-0.0286251719362098,0.0546257141313471,0.95
"629",37,23,9990,1.5,0.0185974188859481,0.0646296254817531,0.92
"630",38,22,9880,1.5,0.0248301350107965,0.065351369490693,0.93
"631",39,21,9750,1.5,0.0061412484813752,0.0529389679577728,0.95
"632",40,21,10000,1.5,0.01430646485688,0.0662412398380184,0.9
"633",41,20,9840,1.5,0.0290212007247417,0.0588224174310079,0.91
"634",42,19,9660,1.5,-0.0060059717464831,0.0475118191179546,0.93
"635",43,19,9890,1.5,-0.00186329960959908,0.045401176468801,0.98
"636",44,18,9680,1.5,0.00180599005550142,0.0494460430510898,0.92
"637",45,18,9900,1.5,0.0030333411236998,0.0407945928965797,0.96
"638",46,17,9660,1.5,0.0132265900413397,0.0573524381251478,0.9
"639",47,17,9870,1.5,0.0168839158911636,0.0521418637395173,0.97
"640",48,16,9600,1.5,-0.015267093160078,0.041771957137175,0.97
"641",49,16,9800,1.5,0.0033421198875252,0.045052850210364,0.93
"642",50,16,10000,1.5,-0.0500125717311515,0.0500353976350695,0.94
"643",51,15,9690,1.5,-0.00474734165761315,0.053015575787222,0.9
"644",52,15,9880,1.5,-0.0177704325668671,0.0455712951664052,0.95
"645",53,14,9540,1.5,0.0427214865134975,0.0401481160236228,0.95
"646",54,14,9720,1.5,7.1763985722173e-05,0.048972325426417,0.91
"647",55,14,9900,1.5,-0.00769252072577764,0.0477730262705545,0.89
"648",56,13,9520,1.5,0.0179921901832649,0.0325800653738842,0.97
"649",57,13,9690,1.5,0.0398796566184678,0.0389352029137695,0.95
"650",58,13,9860,1.5,0.00986534268202921,0.0478949083804903,0.94
"651",59,12,9440,1.5,0.0452060149192082,0.0379720254994649,0.96
"652",60,12,9600,1.5,0.0120878063840981,0.0358808043901386,0.97
"653",61,12,9760,1.5,0.021041432841886,0.0311990260865453,0.97
"654",62,12,9920,1.5,-0.00581823547174043,0.0363512585901362,0.97
"655",63,11,9450,1.5,0.0515008915977708,0.0522802458894797,0.91
"656",64,11,9600,1.5,-0.00556869766985479,0.0321500960183647,0.95
"657",65,11,9750,1.5,-0.00172162148813859,0.0385632519798491,0.91
"658",66,11,9900,1.5,0.00617733941402765,0.0410752826532173,0.92
"659",67,10,9380,1.5,-0.00807814498190185,0.0324571152476373,0.96
"660",68,10,9520,1.5,-6.45667942702488e-05,0.0375983120191399,0.92
"661",69,10,9660,1.5,0.000333505399576328,0.0327683068031053,0.96
"662",70,10,9800,1.5,-0.015924934958115,0.0308701573393425,0.94
"663",71,10,9940,1.5,-0.0144131308294755,0.0280356045348611,0.96
"664",72,9,9360,1.5,-0.00121258270115732,0.0319048734849698,0.95
"665",73,9,9490,1.5,0.00349621212272977,0.032512635889119,0.94
"666",74,9,9620,1.5,0.00508668521721711,0.0267974375234341,0.97
"667",75,9,9750,1.5,0.0150498532070726,0.0345838407564343,0.93
"668",76,9,9880,1.5,-0.0309263041654053,0.0403969359425422,0.93
"669",77,8,9240,1.5,0.0157652468544149,0.0358078289010875,0.93
"670",78,8,9360,1.5,-0.010999055823429,0.0368332629105937,0.96
"671",79,8,9480,1.5,0.0190193199598387,0.0305443582848776,0.95
"672",80,8,9600,1.5,0.0017274000858607,0.0321418732749126,0.95
"673",81,8,9720,1.5,-0.00296619923457175,0.0280795634007471,0.96
"674",82,8,9840,1.5,0.000771190435690627,0.0235694428718752,0.98
"675",83,8,9960,1.5,0.0205180658059361,0.0327595022087054,0.92
"676",84,7,9240,1.5,0.00231609279661371,0.0345178526430843,0.94
"677",85,7,9350,1.5,0.000470851986236864,0.0355427726672517,0.96
"678",86,7,9460,1.5,-0.0186191925361128,0.0303587354548001,0.93
"679",87,7,9570,1.5,0.00557404673540129,0.0284938625808595,0.96
"680",88,7,9680,1.5,0.018252876599641,0.0337351843255263,0.91
"681",89,7,9790,1.5,-0.0197069337303284,0.0273297276163942,0.96
"682",90,7,9900,1.5,0.00547861201536515,0.037947230499645,0.93
"683",91,6,9100,1.5,0.0135915337195682,0.0219911199066579,0.98
"684",92,6,9200,1.5,0.0169572838181296,0.030786711237522,0.94
"685",93,6,9300,1.5,0.0104750320476026,0.0290115546718412,0.96
"686",94,6,9400,1.5,-0.0169104279342198,0.0275030402433689,0.92
"687",95,6,9500,1.5,0.0177947454277714,0.0211165267923619,0.97
"688",96,6,9600,1.5,-0.0204174445644973,0.036218602875916,0.93
"689",97,6,9700,1.5,-0.0133892957919342,0.02200252217855,0.97
"690",98,6,9800,1.5,-0.00322422304063874,0.0213595145959136,0.94
"691",99,6,9900,1.5,-0.0151264333076684,0.025834497908256,0.97
"692",100,6,10000,1.5,-0.00220470196368394,0.0280269437519487,0.97
"693",101,5,9090,1.5,0.00197774033777498,0.0249498763826939,0.95
"694",102,5,9180,1.5,0.00524604932653072,0.0257587911485542,0.94
"695",103,5,9270,1.5,-0.0148364455847454,0.0324939080458214,0.91
"696",104,5,9360,1.5,-0.00139337239452564,0.0294326360280521,0.95
"697",105,5,9450,1.5,-0.018587639675844,0.0318667023530994,0.89
"698",106,5,9540,1.5,-0.00515298427326449,0.029137611505784,0.94
"699",107,5,9630,1.5,0.00592640708366821,0.0234786124920917,0.93
"700",108,5,9720,1.5,-0.0121374982472806,0.0280422624947113,0.94
"701",109,5,9810,1.5,-0.000364256279786757,0.0225638163193524,0.98
"702",110,5,9900,1.5,-0.013977536294753,0.0217149260993373,0.96
"703",111,5,9990,1.5,-0.0249421451335847,0.0242194211262035,0.95
"704",112,4,8960,1.5,0.00788427482557719,0.02834884648841,0.96
"705",113,4,9040,1.5,0.0016834724904593,0.0297576111435986,0.93
"706",114,4,9120,1.5,-0.00369777275955929,0.0213598044688819,0.97
"707",115,4,9200,1.5,0.00509548047175934,0.0293023506881113,0.93
"708",116,4,9280,1.5,-0.0139270839919166,0.0284914603337817,0.93
"709",117,4,9360,1.5,-0.0220520545997351,0.0270734605957658,0.94
"710",118,4,9440,1.5,-0.00709398416540297,0.0243007428329921,0.95
"711",119,4,9520,1.5,0.00996811406948006,0.0283243168093769,0.93
"712",120,4,9600,1.5,-0.017496372097304,0.0244219833824937,0.95
"713",121,4,9680,1.5,0.0231298317827913,0.0245197194311687,0.96
"714",122,4,9760,1.5,-0.0238542049632957,0.0251293252447182,0.96
"715",123,4,9840,1.5,0.0256876002142972,0.0209654591033118,0.96
"716",124,4,9920,1.5,-0.0272367962549735,0.0266242426706696,0.94
"717",125,4,10000,1.5,0.00190862233599187,0.0271593302827895,0.91
"718",126,3,8820,1.5,0.0198621457656807,0.0212532192979978,1
"719",127,3,8890,1.5,0.00438537342678291,0.021145031821776,0.97
"720",128,3,8960,1.5,0.0135946174840098,0.0274582559540236,0.96
"721",129,3,9030,1.5,0.0209794140775255,0.0256795078490636,0.96
"722",130,3,9100,1.5,0.00734849244981439,0.0299342377170531,0.93
"723",131,3,9170,1.5,0.0187849798888267,0.0252191514186915,0.94
"724",132,3,9240,1.5,0.0124930548657187,0.0297619429327039,0.89
"725",133,3,9310,1.5,0.0102360584615533,0.0265478695074479,0.92
"726",134,3,9380,1.5,-0.0221940296571137,0.0192943647474138,0.96
"727",135,3,9450,1.5,0.0151780165010309,0.0311228448213562,0.91
"728",136,3,9520,1.5,-0.0117976639004611,0.0296441431105537,0.92
"729",137,3,9590,1.5,0.0231162026773777,0.0280658650997807,0.93
"730",138,3,9660,1.5,0.0186406106940973,0.025684542380445,0.95
"731",139,3,9730,1.5,-0.00943541973469841,0.0242256557361651,0.94
"732",140,3,9800,1.5,-0.017179804519619,0.0234439353848713,0.94
"733",141,3,9870,1.5,0.0240070219044144,0.0209943550516301,0.95
"734",142,3,9940,1.5,-0.0388175967483746,0.0238304206297596,0.93
"735",143,2,8580,1.5,-0.0254208553634685,0.033393700717359,0.91
"736",144,2,8640,1.5,0.00664126327485981,0.0425018012491663,0.93
"737",145,2,8700,1.5,-0.00215882292302738,0.0216171373240042,0.94
"738",146,2,8760,1.5,-0.00444747179326299,0.0269801386468363,0.95
"739",147,2,8820,1.5,-0.0162268100779399,0.0246912500426904,0.96
"740",148,2,8880,1.5,0.011599223601062,0.027240050432614,0.97
"741",149,2,8940,1.5,0.027644182313183,0.0252542314696857,0.97
"742",150,2,9000,1.5,0.034136994372983,0.0239650744580762,0.94
"743",151,2,9060,1.5,0.0141357500901478,0.0279057140115129,0.94
"744",152,2,9120,1.5,0.0333025497797448,0.0226714871964202,0.95
"745",153,2,9180,1.5,-0.0328350194550455,0.0285699495166958,0.96
"746",154,2,9240,1.5,0.0276597007255743,0.0257236808502859,0.96
"747",155,2,9300,1.5,0.0256113939900102,0.0240826759316305,0.96
"748",156,2,9360,1.5,-0.00617210691147596,0.0295560870890788,0.93
"749",157,2,9420,1.5,-0.0312402115526673,0.0242886240358152,0.94
"750",158,2,9480,1.5,0.0236776817932323,0.0241030844152235,0.96
"751",159,2,9540,1.5,0.0105045400015269,0.0263123891084656,0.94
"752",160,2,9600,1.5,-0.0120553642339596,0.0228215370427462,0.95
"753",161,2,9660,1.5,-0.00346669237640218,0.0185311464968561,1
"754",162,2,9720,1.5,-0.0169153120726018,0.0233038149885851,0.97
"755",163,2,9780,1.5,-0.00467096259409172,0.0241195305726249,0.94
"756",164,2,9840,1.5,0.0276809903957362,0.0255505538660423,0.97
"757",165,2,9900,1.5,-0.0217008864601667,0.0300755584618373,0.93
"758",166,2,9960,1.5,0.0308808583790372,0.0243781042386291,0.96
"759",167,1,8350,1.5,-0.00312723328203712,0.0337828421503144,0.96
"760",168,1,8400,1.5,-0.0375212347790039,0.0292379266508638,0.98
"761",169,1,8450,1.5,-0.0420152674246532,0.0427859148555866,0.93
"762",170,1,8500,1.5,0.00881653309349817,0.036476413405727,0.93
"763",171,1,8550,1.5,-0.0197308765331046,0.0355011909077439,0.98
"764",172,1,8600,1.5,0.0031439760950136,0.0417886693809257,0.92
"765",173,1,8650,1.5,0.0175828455771367,0.0356652258549356,0.94
"766",174,1,8700,1.5,0.00210509605473996,0.0301328214466932,0.95
"767",175,1,8750,1.5,-0.00134585860412861,0.0319711982975232,0.94
"768",176,1,8800,1.5,-0.00481679936775836,0.0347371587232065,0.96
"769",177,1,8850,1.5,-0.0119614764116249,0.0358404580541396,0.93
"770",178,1,8900,1.5,-0.00266220057718813,0.0250177976359456,0.96
"771",179,1,8950,1.5,0.00532244978423146,0.027688911202546,0.95
"772",180,1,9000,1.5,-0.0193002108056466,0.0449065039431154,0.91
"773",181,1,9050,1.5,-0.00197877010484659,0.0335191720365582,0.95
"774",182,1,9100,1.5,-0.00775545387195598,0.0320277950065107,0.96
"775",183,1,9150,1.5,0.0281012610218507,0.0328654931697983,0.98
"776",184,1,9200,1.5,-0.00240607991904995,0.0311740314189088,0.97
"777",185,1,9250,1.5,-0.0176647279863889,0.0318279456819148,0.96
"778",186,1,9300,1.5,0.0116839385599514,0.0365985477995869,0.93
"779",187,1,9350,1.5,0.0167515013314243,0.0362891096612658,0.95
"780",188,1,9400,1.5,-0.0394260166846301,0.0360369752610375,0.91
"781",189,1,9450,1.5,-0.0146444538025918,0.0359324306721041,0.94
"782",190,1,9500,1.5,-0.00559892647867222,0.0340983913853636,0.96
"783",191,1,9550,1.5,-0.00948800950141693,0.0275043620288589,0.97
"784",192,1,9600,1.5,-0.00217967389241691,0.0306454201633433,0.95
"785",193,1,9650,1.5,-0.0175915472220995,0.0354915260893969,0.92
"786",194,1,9700,1.5,-0.0128490612810397,0.0357952193053723,0.94
"787",195,1,9750,1.5,-0.0343145434644545,0.029608063291164,0.96
"788",196,1,9800,1.5,-0.00547639049375848,0.0279255919247159,0.96
"789",197,1,9850,1.5,0.014521010840344,0.0250673237812768,0.98
"790",198,1,9900,1.5,0.0181758029905961,0.0291260744402912,0.97
