"","G","R","total_cost","gamma2","bias","mse","coverage"
"1",3,329,9990,0.1,0.0155013053800696,0.134320353711634,0.53
"2",4,246,10000,0.1,-0.022825435817357,0.149152681080934,0.61
"3",5,196,10000,0.1,0.0270430368512624,0.0735034305552795,0.85
"4",6,162,9960,0.1,-0.0397833012304805,0.0913366500406623,0.74
"5",7,138,9940,0.1,-0.0255728533191286,0.0625239934831235,0.83
"6",8,121,10000,0.1,0.0275643055861726,0.0674077492379508,0.78
"7",9,107,9990,0.1,0.00732739764137136,0.0616618123460305,0.89
"8",10,96,10000,0.1,-0.0223863433019984,0.0507871553245141,0.89
"9",11,86,9900,0.1,-0.00982060411261554,0.0437776240725994,0.85
"10",12,79,9960,0.1,-0.033487902248995,0.0307336826693511,0.93
"11",13,72,9880,0.1,0.00246663448860607,0.0333807507640289,0.92
"12",14,67,9940,0.1,0.00942338354889394,0.029639653495446,0.95
"13",15,62,9900,0.1,-0.0357557872508317,0.0362321418299405,0.85
"14",16,58,9920,0.1,0.0035348264042645,0.0358908245335728,0.9
"15",17,54,9860,0.1,-0.0202540733597835,0.0276897964475734,0.92
"16",18,51,9900,0.1,-0.00837229568156811,0.0284833070400174,0.91
"17",19,48,9880,0.1,0.0268114772733553,0.0220464856934212,0.94
"18",20,46,10000,0.1,-0.00394169277157291,0.0281309292767278,0.91
"19",21,43,9870,0.1,0.00985635068958934,0.0278241488534004,0.9
"20",22,41,9900,0.1,-0.00608275586494927,0.0287926311528101,0.9
"21",23,39,9890,0.1,0.0210071868226589,0.0270037168322823,0.86
"22",24,37,9840,0.1,0.00146230096774103,0.0188735780681644,0.96
"23",25,36,10000,0.1,-0.0131119852769019,0.0189965371872941,0.96
"24",26,34,9880,0.1,-0.00362460761400929,0.0148474567930002,0.97
"25",27,33,9990,0.1,7.35763104862119e-05,0.0186845377260538,0.92
"26",28,31,9800,0.1,-0.0117429506716387,0.0215135656390466,0.92
"27",29,30,9860,0.1,0.00871186050364836,0.01977252115786,0.93
"28",30,29,9900,0.1,0.00777723727207491,0.0188387999110556,0.93
"29",31,28,9920,0.1,-0.0227016735176113,0.0161661984826907,0.97
"30",32,27,9920,0.1,0.00749063233209069,0.0146930568086436,0.94
"31",33,26,9900,0.1,0.00477106839329278,0.0187418959505133,0.93
"32",34,25,9860,0.1,0.00255367761452496,0.0170019441248186,0.96
"33",35,24,9800,0.1,-0.00776300227579008,0.018386162151825,0.94
"34",36,23,9720,0.1,0.0203260995852828,0.0123498771487272,0.95
"35",37,23,9990,0.1,-0.0122338120127823,0.0131001233453703,0.96
"36",38,22,9880,0.1,-0.00919547046678526,0.014502752658109,0.93
"37",39,21,9750,0.1,-0.00721126881781226,0.0122551346923337,0.95
"38",40,21,10000,0.1,-0.00496365887950728,0.0159430594145314,0.95
"39",41,20,9840,0.1,-0.00349168175057257,0.0135839906684841,0.95
"40",42,19,9660,0.1,-0.0070961428980364,0.0140702144892539,0.95
"41",43,19,9890,0.1,0.00369999319411407,0.0180598703255243,0.92
"42",44,18,9680,0.1,0.013782352490166,0.0155939462964024,0.94
"43",45,18,9900,0.1,0.0198720481716324,0.0145281463522789,0.93
"44",46,17,9660,0.1,0.00282284611136874,0.0155959773908019,0.92
"45",47,17,9870,0.1,-0.00492386873318906,0.0140291504475441,0.93
"46",48,16,9600,0.1,0.0168811538343515,0.0195962086310624,0.92
"47",49,16,9800,0.1,-0.0100608948294951,0.0112491327613606,0.97
"48",50,16,10000,0.1,0.0195980694716243,0.0139275763450187,0.9
"49",51,15,9690,0.1,-0.0167786771281112,0.0123566802412702,0.97
"50",52,15,9880,0.1,0.00268728635632165,0.0093996393549889,1
"51",53,14,9540,0.1,-0.00592360663070035,0.013571856620438,0.92
"52",54,14,9720,0.1,0.0105393097591161,0.0127698031152902,0.96
"53",55,14,9900,0.1,-0.00490799039474327,0.0106880955457917,0.96
"54",56,13,9520,0.1,0.000978118101363057,0.0106620499629639,0.97
"55",57,13,9690,0.1,0.00675291010974266,0.0115442329230617,0.94
"56",58,13,9860,0.1,0.0100354264801771,0.0113683776251784,0.97
"57",59,12,9440,0.1,-0.000229030848115874,0.0131233326078683,0.92
"58",60,12,9600,0.1,0.0161718388420048,0.0107971058207816,0.92
"59",61,12,9760,0.1,0.00985521183506288,0.0155156354226894,0.9
"60",62,12,9920,0.1,0.00348253258955789,0.0114163688253248,0.94
"61",63,11,9450,0.1,-0.0135056228999882,0.0150211128294976,0.93
"62",64,11,9600,0.1,0.00673687484244756,0.00933386800410973,0.98
"63",65,11,9750,0.1,0.0104797569629742,0.0140220914821026,0.89
"64",66,11,9900,0.1,0.00290741462996202,0.00982221571418876,0.95
"65",67,10,9380,0.1,0.00320372805990554,0.00907958886475475,0.97
"66",68,10,9520,0.1,0.0191990231670419,0.00944139668816576,0.97
"67",69,10,9660,0.1,-0.00646638200664867,0.0128551103364919,0.91
"68",70,10,9800,0.1,0.00816160377382369,0.00825242670522945,0.99
"69",71,10,9940,0.1,-0.00159978050114545,0.00988405791174485,0.95
"70",72,9,9360,0.1,-0.0152777962013649,0.0113647584548685,0.94
"71",73,9,9490,0.1,0.000641965304566838,0.00989918806656882,0.98
"72",74,9,9620,0.1,0.00813308953345748,0.0118780018643722,0.94
"73",75,9,9750,0.1,-0.0116690423998946,0.0106736378683328,0.94
"74",76,9,9880,0.1,-0.011415747872367,0.0137843765602779,0.9
"75",77,8,9240,0.1,0.0184119980286002,0.0140555590312193,0.9
"76",78,8,9360,0.1,-0.00327160094739426,0.0108525037927284,0.95
"77",79,8,9480,0.1,0.0029444834313227,0.0114358635198802,0.91
"78",80,8,9600,0.1,-0.00645562472150452,0.0121403055655431,0.94
"79",81,8,9720,0.1,-0.00210761382927843,0.0131693316291649,0.91
"80",82,8,9840,0.1,0.0109140201347626,0.0106161597174395,0.94
"81",83,8,9960,0.1,0.00645616128139959,0.00914797859535687,0.98
"82",84,7,9240,0.1,0.00285854293974019,0.0123505302826716,0.95
"83",85,7,9350,0.1,-0.0105720590433701,0.00858962822001399,0.99
"84",86,7,9460,0.1,0.000233960164346958,0.015605739411736,0.88
"85",87,7,9570,0.1,0.00622293569579668,0.0120847421126539,0.92
"86",88,7,9680,0.1,0.0129540395632817,0.0144001403935678,0.9
"87",89,7,9790,0.1,5.73725884482901e-05,0.010386601033802,0.96
"88",90,7,9900,0.1,0.0107258246174943,0.0123463880942512,0.94
"89",91,6,9100,0.1,-0.00867624528609634,0.0103153752102523,0.96
"90",92,6,9200,0.1,-0.012426528808024,0.0108584554685917,0.94
"91",93,6,9300,0.1,1.5870268276319e-05,0.00943723851329434,0.97
"92",94,6,9400,0.1,-0.0072569559682073,0.00857907992603208,0.98
"93",95,6,9500,0.1,0.00654534846164845,0.0125122285583387,0.92
"94",96,6,9600,0.1,0.0094479850520176,0.0111282574317869,0.96
"95",97,6,9700,0.1,-0.00342932338085189,0.0134637451621598,0.92
"96",98,6,9800,0.1,-0.0150029878287441,0.0114608884741088,0.92
"97",99,6,9900,0.1,0.0259059368366256,0.0122319408869065,0.93
"98",100,6,10000,0.1,0.0101152707678602,0.00933457184274284,0.96
"99",101,5,9090,0.1,0.00243852366980624,0.0121898745520116,0.94
"100",102,5,9180,0.1,-0.002216913570047,0.0143558596390956,0.93
"101",103,5,9270,0.1,-0.00794373002952797,0.0111008924134777,0.98
"102",104,5,9360,0.1,0.00882570945096284,0.0111254599697394,0.94
"103",105,5,9450,0.1,-0.00705894516034683,0.0140369158716318,0.93
"104",106,5,9540,0.1,-0.00162126104963567,0.0114289750806579,0.95
"105",107,5,9630,0.1,-0.0043012072323031,0.0111964127040569,0.94
"106",108,5,9720,0.1,0.00808274541124354,0.0103934873527406,0.96
"107",109,5,9810,0.1,-0.00925548285860806,0.0101154319132036,0.94
"108",110,5,9900,0.1,0.00127974303257516,0.0117330584403039,0.91
"109",111,5,9990,0.1,0.00443625489373511,0.011765386236721,0.94
"110",112,4,8960,0.1,-0.00975903337915301,0.0109253730107728,0.97
"111",113,4,9040,0.1,0.00301777771265233,0.0139588599064198,0.93
"112",114,4,9120,0.1,-0.00312942734265836,0.0105002691735925,0.96
"113",115,4,9200,0.1,0.00779637700178271,0.0123931473786446,0.94
"114",116,4,9280,0.1,0.0178486749709525,0.0109137244067107,0.96
"115",117,4,9360,0.1,0.000624091572082541,0.0133651523817254,0.96
"116",118,4,9440,0.1,0.00663729175741801,0.0103055904986333,0.96
"117",119,4,9520,0.1,-0.0105087910805586,0.0118933134112063,0.95
"118",120,4,9600,0.1,0.00885259458102294,0.0130019754909163,0.91
"119",121,4,9680,0.1,-0.00771842885560264,0.0127177705063464,0.92
"120",122,4,9760,0.1,-2.97537974058293e-05,0.0105788599751714,0.97
"121",123,4,9840,0.1,-0.0100928314013431,0.0131900121108893,0.93
"122",124,4,9920,0.1,0.00941481285893597,0.0113700639005,0.92
"123",125,4,10000,0.1,0.0103108610376321,0.0108047444478373,0.98
"124",126,3,8820,0.1,0.00252872083296973,0.0123973408095297,0.99
"125",127,3,8890,0.1,-0.0031701311276941,0.0129596698366788,0.95
"126",128,3,8960,0.1,-0.00174223253697886,0.0111493668483657,0.97
"127",129,3,9030,0.1,-0.0124645604439575,0.0111489859912178,0.98
"128",130,3,9100,0.1,0.00697688283887687,0.0150550690892398,0.94
"129",131,3,9170,0.1,0.000797971375831819,0.0169192948422257,0.94
"130",132,3,9240,0.1,-0.00638265864483201,0.0166580961364163,0.93
"131",133,3,9310,0.1,0.00349530509249929,0.0123635608601084,0.95
"132",134,3,9380,0.1,0.0132518527265495,0.0143760896583129,0.92
"133",135,3,9450,0.1,1.0152032972055e-05,0.0111020495768041,0.98
"134",136,3,9520,0.1,0.014193106252231,0.0131961996964386,0.95
"135",137,3,9590,0.1,-0.00804537840787289,0.013624279217408,0.95
"136",138,3,9660,0.1,0.00437145021553387,0.0112923033282486,0.96
"137",139,3,9730,0.1,-0.00893921741486992,0.0128206527791744,0.94
"138",140,3,9800,0.1,-0.00486019861093456,0.0139618908081745,0.97
"139",141,3,9870,0.1,-0.0146633673335185,0.0151510475337494,0.93
"140",142,3,9940,0.1,0.010281702119655,0.0115263227605181,0.98
"141",143,2,8580,0.1,0.00316972168535501,0.0126884812526786,1
"142",144,2,8640,0.1,0.008262593684353,0.0155686150632083,0.96
"143",145,2,8700,0.1,-0.00967445850712589,0.0156426080565035,0.94
"144",146,2,8760,0.1,-0.00140580271833546,0.0179987556417061,0.93
"145",147,2,8820,0.1,-0.0027747403455935,0.0153054395026878,0.95
"146",148,2,8880,0.1,-0.00769110293905811,0.0169586311531262,0.94
"147",149,2,8940,0.1,-0.00431035962114723,0.0132261436210152,0.96
"148",150,2,9000,0.1,0.0110525712648468,0.0170889563542368,0.91
"149",151,2,9060,0.1,0.00434054680802543,0.0141407294903336,0.97
"150",152,2,9120,0.1,-0.0129794052432598,0.0125184073773719,0.98
"151",153,2,9180,0.1,-0.000643941603438003,0.0159480568041013,0.98
"152",154,2,9240,0.1,0.000199427088753756,0.016133548318123,0.98
"153",155,2,9300,0.1,-0.00799430217856456,0.0136684730066847,0.96
"154",156,2,9360,0.1,7.89451059293178e-05,0.0126238856378718,0.99
"155",157,2,9420,0.1,0.00751453695783899,0.0193933491299181,0.91
"156",158,2,9480,0.1,0.0069739634542475,0.0153990335712854,0.96
"157",159,2,9540,0.1,0.0233334690671907,0.0134545153907379,0.97
"158",160,2,9600,0.1,-0.00659282104041858,0.0115967066460876,0.99
"159",161,2,9660,0.1,-0.00116060822906344,0.0204329505504877,0.86
"160",162,2,9720,0.1,0.00966836246913949,0.0146892957351436,0.96
"161",163,2,9780,0.1,0.00370374456035749,0.0151377935291052,0.97
"162",164,2,9840,0.1,-0.00815760098966556,0.0166840357313201,0.94
"163",165,2,9900,0.1,-0.0169759700593508,0.016693775838329,0.92
"164",166,2,9960,0.1,-0.0113992121031105,0.0195335369845127,0.9
"165",167,1,8350,0.1,0.0186979363809663,0.0331493153463474,0.91
"166",168,1,8400,0.1,0.0187906741523447,0.0316662911583649,0.93
"167",169,1,8450,0.1,-0.00138469764252724,0.0200747141545166,0.96
"168",170,1,8500,0.1,0.00210637117927148,0.0226802612505042,0.98
"169",171,1,8550,0.1,-0.0166740658140368,0.0203956651762771,0.97
"170",172,1,8600,0.1,-0.0115198783117282,0.0220559209718165,0.97
"171",173,1,8650,0.1,0.00901687739537671,0.0261775268341682,0.94
"172",174,1,8700,0.1,-0.00226920380502876,0.0254491083015953,0.95
"173",175,1,8750,0.1,-0.0338639498870018,0.0207518347121812,0.96
"174",176,1,8800,0.1,-0.0145249796648377,0.0216432637872853,0.96
"175",177,1,8850,0.1,0.0125158940587885,0.0198157365917177,0.95
"176",178,1,8900,0.1,-0.00433616777812884,0.0277293665117362,0.94
"177",179,1,8950,0.1,0.00202421014486198,0.0248121899851382,0.94
"178",180,1,9000,0.1,0.00376270463966977,0.0229443745245538,0.95
"179",181,1,9050,0.1,0.0110049617181663,0.0231877442104069,0.97
"180",182,1,9100,0.1,-0.0146233606462827,0.0241650436652655,0.96
"181",183,1,9150,0.1,0.0157345765246,0.0233030058365545,0.95
"182",184,1,9200,0.1,-0.00669721565992415,0.0166904999451345,0.99
"183",185,1,9250,0.1,-0.0114927752594519,0.0185073173106547,0.98
"184",186,1,9300,0.1,0.00574475365595106,0.0245247639206817,0.95
"185",187,1,9350,0.1,0.0133148787610581,0.026494154391712,0.92
"186",188,1,9400,0.1,0.00390386040040891,0.0227571657866935,0.93
"187",189,1,9450,0.1,-0.0123864782130306,0.0254125348888417,0.94
"188",190,1,9500,0.1,-0.020124872252933,0.0188217464794764,0.97
"189",191,1,9550,0.1,-0.00202817578807873,0.0219692807530392,0.96
"190",192,1,9600,0.1,0.0120854100274277,0.0215238500295094,0.97
"191",193,1,9650,0.1,0.0133724310700375,0.0235951518132792,0.95
"192",194,1,9700,0.1,0.00346937509439693,0.0162725494615466,0.96
"193",195,1,9750,0.1,-0.0172893519364198,0.0233590930982201,0.96
"194",196,1,9800,0.1,0.0130381982875517,0.0138384020447049,1
"195",197,1,9850,0.1,-0.00332988989905308,0.0252708205985829,0.93
"196",198,1,9900,0.1,-0.00493857836358791,0.018095595281754,0.97
"197",199,1,9950,0.1,0.000915253921757286,0.021428227087546,0.95
"198",200,1,10000,0.1,-0.0214814153792686,0.0208382980434458,0.95
"199",3,329,9990,0.3,-0.109260362219964,0.410604384669871,0.55
"200",4,246,10000,0.3,-0.00763345076623406,0.264932704862149,0.74
"201",5,196,10000,0.3,-0.0393195096775452,0.245789269892287,0.8
"202",6,162,9960,0.3,0.0731352851340467,0.212631898998391,0.8
"203",7,138,9940,0.3,0.0361171938542261,0.170136095298933,0.83
"204",8,121,10000,0.3,-0.0475649564598569,0.21312374651206,0.81
"205",9,107,9990,0.3,-0.000176459378367744,0.147484379267458,0.88
"206",10,96,10000,0.3,0.058605322558615,0.13209786912964,0.9
"207",11,86,9900,0.3,0.0322736405722371,0.119614781112307,0.91
"208",12,79,9960,0.3,-0.0283137489736567,0.126918729382569,0.84
"209",13,72,9880,0.3,-0.0198581432772065,0.0758730727626856,0.95
"210",14,67,9940,0.3,0.0467862135533884,0.0793726395970733,0.93
"211",15,62,9900,0.3,-0.000247594139424934,0.0938871283625357,0.91
"212",16,58,9920,0.3,-0.0110672265836865,0.0992264242113733,0.91
"213",17,54,9860,0.3,0.0246301726909135,0.0691364224050272,0.92
"214",18,51,9900,0.3,0.0208993958124979,0.0714808236043729,0.91
"215",19,48,9880,0.3,-0.01448583631989,0.0625838148107805,0.95
"216",20,46,10000,0.3,0.011993681159373,0.0621669073990034,0.92
"217",21,43,9870,0.3,-0.0263795332743645,0.0608822472567243,0.94
"218",22,41,9900,0.3,0.012794827530663,0.0711099084924726,0.9
"219",23,39,9890,0.3,0.00387153171226184,0.0615259384363416,0.93
"220",24,37,9840,0.3,0.00534297043225929,0.0593547387736613,0.95
"221",25,36,10000,0.3,0.0379098439539634,0.0509254601755703,0.92
"222",26,34,9880,0.3,-0.0155719433872221,0.0495037610395955,0.9
"223",27,33,9990,0.3,-0.00288294511923959,0.0464448327064705,0.94
"224",28,31,9800,0.3,-0.0164585171403775,0.0589967739957912,0.9
"225",29,30,9860,0.3,-0.0246575088373607,0.052889016342184,0.94
"226",30,29,9900,0.3,0.0449402206314785,0.0514645471548094,0.94
"227",31,28,9920,0.3,-0.00669682123187854,0.0432749583518243,0.94
"228",32,27,9920,0.3,0.0260948797307446,0.0356702028567393,0.95
"229",33,26,9900,0.3,-0.0255494442621966,0.0406667445130151,0.94
"230",34,25,9860,0.3,0.000449927268342809,0.0526690224638209,0.91
"231",35,24,9800,0.3,0.0132412844450214,0.038049367219065,0.94
"232",36,23,9720,0.3,-0.0231710723213991,0.033683834516483,0.95
"233",37,23,9990,0.3,-0.00462598379233631,0.0307555273938561,0.96
"234",38,22,9880,0.3,0.0288144586059269,0.0405626782090131,0.94
"235",39,21,9750,0.3,-0.00144402565583396,0.0317595467909815,0.97
"236",40,21,10000,0.3,-0.0375216407853772,0.0402317318297773,0.89
"237",41,20,9840,0.3,-0.00481448400077844,0.0319700192701851,0.98
"238",42,19,9660,0.3,-0.00471649926046019,0.0362192456679408,0.95
"239",43,19,9890,0.3,-0.0161719699855206,0.0341157558286164,0.92
"240",44,18,9680,0.3,0.00745882105804418,0.028158367361032,0.98
"241",45,18,9900,0.3,0.0173092795960843,0.0371847991803572,0.88
"242",46,17,9660,0.3,0.00163137287267912,0.0364083463595489,0.92
"243",47,17,9870,0.3,0.00591914179298569,0.037546598725266,0.92
"244",48,16,9600,0.3,0.0215371076711656,0.0324861740306121,0.93
"245",49,16,9800,0.3,-0.0293076647138849,0.0327021039212065,0.92
"246",50,16,10000,0.3,-0.0019966617360731,0.0258392381156603,0.94
"247",51,15,9690,0.3,-0.0101284745390397,0.0370426317159513,0.93
"248",52,15,9880,0.3,0.0116875283600002,0.0263561078509646,0.93
"249",53,14,9540,0.3,-0.015930642197521,0.0320522783349404,0.92
"250",54,14,9720,0.3,0.0219722313323989,0.0230769778329323,0.95
"251",55,14,9900,0.3,0.0244162094012059,0.0256446366481301,0.94
"252",56,13,9520,0.3,-0.00688500529404157,0.0239207744373265,0.96
"253",57,13,9690,0.3,-0.0112941122472477,0.026984365112252,0.95
"254",58,13,9860,0.3,0.0179906218469761,0.0236292010807297,0.93
"255",59,12,9440,0.3,-0.0210529731443966,0.0246634353141789,0.95
"256",60,12,9600,0.3,-0.00194504961823144,0.0239409157112686,0.95
"257",61,12,9760,0.3,-0.00875169116925217,0.0198334060389445,0.98
"258",62,12,9920,0.3,0.0110351578331572,0.0221339828930391,0.96
"259",63,11,9450,0.3,0.0122061032186463,0.0255953636277999,0.94
"260",64,11,9600,0.3,-0.0138568128798069,0.0227154794843256,0.95
"261",65,11,9750,0.3,-0.012458116142107,0.0234284177503646,0.95
"262",66,11,9900,0.3,-0.00560807539974539,0.0255473829035407,0.92
"263",67,10,9380,0.3,-0.0295993419100448,0.0267603397036053,0.92
"264",68,10,9520,0.3,0.00241568426804561,0.0241017110470079,0.93
"265",69,10,9660,0.3,0.0187372944782991,0.0224610881417425,0.94
"266",70,10,9800,0.3,-0.0102762099062715,0.0286635153463864,0.88
"267",71,10,9940,0.3,0.019792752105435,0.0231296441695461,0.93
"268",72,9,9360,0.3,-0.000673704980587109,0.0196749021017502,0.97
"269",73,9,9490,0.3,0.0287262882560962,0.0259727754620944,0.94
"270",74,9,9620,0.3,-0.0290136494119196,0.0202865212645259,0.92
"271",75,9,9750,0.3,-0.0140065569115209,0.0189570891354525,0.95
"272",76,9,9880,0.3,0.0085479116809859,0.017953058289786,0.98
"273",77,8,9240,0.3,0.0244276510077979,0.0251124138291241,0.9
"274",78,8,9360,0.3,-0.0142429288801307,0.019968438906566,0.95
"275",79,8,9480,0.3,-0.00143400573289915,0.0202974126694415,0.93
"276",80,8,9600,0.3,0.0226572021888048,0.0191573887360575,0.96
"277",81,8,9720,0.3,-0.011218334395048,0.0205202878157193,0.96
"278",82,8,9840,0.3,-0.0124218483741673,0.0203581277896754,0.93
"279",83,8,9960,0.3,0.00462048098652823,0.0238695675024018,0.94
"280",84,7,9240,0.3,0.0194408291104414,0.0220999434126472,0.96
"281",85,7,9350,0.3,0.00695671036543255,0.0178677318868318,0.98
"282",86,7,9460,0.3,0.0193250070938937,0.0201077174156506,0.98
"283",87,7,9570,0.3,-0.00898612070502885,0.0231275347243399,0.95
"284",88,7,9680,0.3,0.00377880635888028,0.018416042608772,0.96
"285",89,7,9790,0.3,-0.00302747678753745,0.0203451809753692,0.92
"286",90,7,9900,0.3,-0.000353413482264309,0.0227441395996694,0.91
"287",91,6,9100,0.3,0.0127562209451583,0.0221623340904368,0.95
"288",92,6,9200,0.3,-0.0171061008267148,0.0240491644316558,0.93
"289",93,6,9300,0.3,0.00547433027304733,0.015371359538061,0.98
"290",94,6,9400,0.3,0.00315854809742444,0.0229412662762978,0.93
"291",95,6,9500,0.3,0.0033436951116802,0.0188155601365528,0.94
"292",96,6,9600,0.3,-0.0089820449600867,0.0177453037093321,0.95
"293",97,6,9700,0.3,0.0104241566418896,0.0206320445605947,0.93
"294",98,6,9800,0.3,0.0170164374187181,0.0175031328174144,0.94
"295",99,6,9900,0.3,-0.00865241106924691,0.0166933128018314,0.96
"296",100,6,10000,0.3,-0.000895395496795237,0.0204977427180685,0.95
"297",101,5,9090,0.3,-0.0162504763739061,0.0164950391417122,0.97
"298",102,5,9180,0.3,-0.00694119721114889,0.0140301035467437,0.97
"299",103,5,9270,0.3,0.00185593969214859,0.0200266511613686,0.96
"300",104,5,9360,0.3,-0.00870921341517411,0.019594765576413,0.95
"301",105,5,9450,0.3,-0.00889395649802122,0.018373652856793,0.96
"302",106,5,9540,0.3,-0.00514502392426519,0.0202044834492825,0.95
"303",107,5,9630,0.3,-0.00236097747275704,0.0226212570807148,0.91
"304",108,5,9720,0.3,0.00103077374115912,0.0171298354184153,0.98
"305",109,5,9810,0.3,0.012214836531156,0.0207848625875457,0.92
"306",110,5,9900,0.3,-0.0189512996600921,0.0175940672138826,0.95
"307",111,5,9990,0.3,0.0155743386685808,0.0119107714093882,0.97
"308",112,4,8960,0.3,-0.0145264709342017,0.0186942191405674,0.98
"309",113,4,9040,0.3,0.000250719976282787,0.0218213775051371,0.92
"310",114,4,9120,0.3,-0.00574269926025855,0.0192581433209864,0.97
"311",115,4,9200,0.3,-0.0024342546950612,0.0201268267696425,0.96
"312",116,4,9280,0.3,-0.00905974891844408,0.0181487957783693,0.96
"313",117,4,9360,0.3,-0.0038294968875921,0.0209786307240229,0.91
"314",118,4,9440,0.3,0.0388869996617695,0.0233687108967442,0.93
"315",119,4,9520,0.3,-0.0181365211694066,0.0210886598819797,0.92
"316",120,4,9600,0.3,-0.00379432837401394,0.019297444056885,0.95
"317",121,4,9680,0.3,0.0127956304548302,0.0228228638796348,0.93
"318",122,4,9760,0.3,-0.00425361250384931,0.0185242092792945,0.96
"319",123,4,9840,0.3,-4.68662297796185e-05,0.0180879480827948,0.96
"320",124,4,9920,0.3,-0.00988863750302882,0.0136048061889217,0.98
"321",125,4,10000,0.3,-0.00149421089364515,0.0239321737615732,0.92
"322",126,3,8820,0.3,-0.00882627094949073,0.0218374301406865,0.93
"323",127,3,8890,0.3,-0.0375906310646386,0.0182244618359908,0.96
"324",128,3,8960,0.3,0.00630542857025429,0.0234255415045919,0.89
"325",129,3,9030,0.3,-0.0163154556799432,0.023493106751274,0.94
"326",130,3,9100,0.3,0.0202364961431617,0.0210770633696938,0.96
"327",131,3,9170,0.3,-0.00540688923906019,0.0175441323927489,0.98
"328",132,3,9240,0.3,0.0152913512485374,0.0175951649761036,0.97
"329",133,3,9310,0.3,-0.00130816583370436,0.0224153019814026,0.93
"330",134,3,9380,0.3,-0.00965461582444782,0.0168501684109336,0.98
"331",135,3,9450,0.3,0.004234854948021,0.0163558733013458,0.97
"332",136,3,9520,0.3,-0.00814559126040526,0.0193214798703988,0.93
"333",137,3,9590,0.3,-0.00674956571795127,0.0158645251818927,0.98
"334",138,3,9660,0.3,-0.0112919224220583,0.0193329960980155,0.92
"335",139,3,9730,0.3,7.51993411487462e-05,0.0226998383577933,0.92
"336",140,3,9800,0.3,-0.00466896800276378,0.0191007607069996,0.96
"337",141,3,9870,0.3,-0.0334113519006237,0.0197908228140515,0.91
"338",142,3,9940,0.3,0.000276031510757502,0.0173812211573209,0.97
"339",143,2,8580,0.3,-0.00155123185575384,0.0231934926902098,0.93
"340",144,2,8640,0.3,-0.0103847112327127,0.0198771821567032,0.97
"341",145,2,8700,0.3,-0.00771365432676974,0.0246893474410215,0.91
"342",146,2,8760,0.3,0.00960298284655159,0.0315897310203141,0.88
"343",147,2,8820,0.3,0.015913780578069,0.0229902117744738,0.95
"344",148,2,8880,0.3,-0.0220806088782982,0.0242853652268493,0.92
"345",149,2,8940,0.3,-0.0136128255628449,0.0188646669334748,0.95
"346",150,2,9000,0.3,0.000231391921837742,0.0207025326338301,0.95
"347",151,2,9060,0.3,0.00855303615513348,0.020417858439238,0.98
"348",152,2,9120,0.3,0.00631490024362369,0.0182407498875503,0.97
"349",153,2,9180,0.3,-0.00111202783501019,0.017553865740389,0.96
"350",154,2,9240,0.3,0.00823336696119814,0.02419730822434,0.92
"351",155,2,9300,0.3,-0.00241917681793241,0.02230772647851,0.91
"352",156,2,9360,0.3,0.013837717786317,0.0196937205801546,0.95
"353",157,2,9420,0.3,-0.00261145556422548,0.0250832321086305,0.93
"354",158,2,9480,0.3,0.000802554237202324,0.020487272996625,0.98
"355",159,2,9540,0.3,0.0113030026080089,0.0183069846536941,0.95
"356",160,2,9600,0.3,-0.0127207875281759,0.0191617620530783,0.97
"357",161,2,9660,0.3,0.00465102286645536,0.017200482009057,0.95
"358",162,2,9720,0.3,-0.00113702153002954,0.026295089722274,0.91
"359",163,2,9780,0.3,0.0185204576783016,0.0199664601497544,0.97
"360",164,2,9840,0.3,0.00117803834450103,0.0168634616865328,0.97
"361",165,2,9900,0.3,0.0111536642166207,0.0206715869244178,0.93
"362",166,2,9960,0.3,-0.0308444117338918,0.0203421449450177,0.93
"363",167,1,8350,0.3,-0.00447927711089013,0.0385563129181633,0.94
"364",168,1,8400,0.3,-0.0221820364892842,0.0305406105015982,0.95
"365",169,1,8450,0.3,-0.0105675347324409,0.0266916270740359,0.97
"366",170,1,8500,0.3,0.0092035114624246,0.0302553770446872,0.97
"367",171,1,8550,0.3,-0.0114040552144727,0.0286106190187752,0.96
"368",172,1,8600,0.3,0.0150414198259091,0.0377874011916111,0.91
"369",173,1,8650,0.3,0.000394198188010342,0.0360285928266653,0.92
"370",174,1,8700,0.3,-0.020614178654201,0.0298984085776583,0.97
"371",175,1,8750,0.3,0.00610960142672012,0.0273722384086268,0.98
"372",176,1,8800,0.3,0.0185891479177922,0.0376813813922543,0.92
"373",177,1,8850,0.3,-0.0425728453928767,0.0360801186705373,0.88
"374",178,1,8900,0.3,0.0404339699967186,0.032779068717955,0.93
"375",179,1,8950,0.3,0.0243432206819278,0.0329612462842751,0.92
"376",180,1,9000,0.3,-0.0346260634003602,0.0207672474418832,0.97
"377",181,1,9050,0.3,-0.0163821296275714,0.0311252552958458,0.94
"378",182,1,9100,0.3,0.0109667832609124,0.0293097064120787,0.94
"379",183,1,9150,0.3,-0.0184717310991153,0.0276507932768714,0.98
"380",184,1,9200,0.3,-0.0101181919301327,0.0252714418775553,0.98
"381",185,1,9250,0.3,-0.0120451271941846,0.0328839512233356,0.9
"382",186,1,9300,0.3,0.0101160864292553,0.0257269326224028,0.95
"383",187,1,9350,0.3,0.000630481462304933,0.023452876095197,0.97
"384",188,1,9400,0.3,0.00819341891804759,0.0234050786049735,0.99
