"","G","R","total_cost","alpha","bias","mse","coverage"
"776",184,1,9200,1.5,0.0252679682043142,0.0291739351633973,0.93
"777",185,1,9250,1.5,-0.025683435648947,0.0362635105990979,0.93
"778",186,1,9300,1.5,0.015179940766967,0.0331978924098805,0.94
"779",187,1,9350,1.5,0.00424630317387609,0.0361704813351308,0.92
"780",188,1,9400,1.5,0.01030637326261,0.0386921251959409,0.96
"781",189,1,9450,1.5,-0.0263156946090962,0.0315999931118727,0.93
"782",190,1,9500,1.5,-0.0337113689367704,0.0333621520972407,0.95
"783",191,1,9550,1.5,0.0068220014200675,0.0327925976000299,0.93
"784",192,1,9600,1.5,0.0121741932272431,0.0290555186521418,0.96
"785",193,1,9650,1.5,0.00454819589139466,0.0290641163691797,0.97
"786",194,1,9700,1.5,0.00206747490103731,0.0297392722040656,0.95
"787",195,1,9750,1.5,0.0069951728190164,0.0306737364198983,0.94
"788",196,1,9800,1.5,-0.0200721537886807,0.0308868742390296,0.97
"789",197,1,9850,1.5,-0.0121723748581823,0.0288110521208809,0.95
"790",198,1,9900,1.5,-0.0133005535121714,0.0328605736085276,0.94
"791",199,1,9950,1.5,-0.00876563433355282,0.027313134765136,0.94
"792",200,1,10000,1.5,-0.0235308058536802,0.0248347356595849,0.98
"793",3,329,9990,2,-0.0657018380524311,0.749146178396364,0.49
"794",4,246,10000,2,-0.0143935428924125,0.662886116622164,0.68
"795",5,196,10000,2,-0.0767168561727017,0.39312373374138,0.82
"796",6,162,9960,2,-0.0205376409780161,0.429525536484336,0.76
"797",7,138,9940,2,0.0891075743319826,0.251201747683388,0.85
"798",8,121,10000,2,0.032256112889505,0.316330397588595,0.78
"799",9,107,9990,2,0.0233732760433929,0.287854560272119,0.83
"800",10,96,10000,2,0.0191953340423072,0.179025611839336,0.91
"801",11,86,9900,2,-0.0284683455614798,0.163291354418602,0.91
"802",12,79,9960,2,0.00710582411370875,0.178499224139329,0.88
"803",13,72,9880,2,0.0107993530080516,0.196629867020661,0.8
"804",14,67,9940,2,0.0289181322991612,0.171264708010906,0.93
"805",15,62,9900,2,-0.055921046049804,0.180104578624904,0.89
"806",16,58,9920,2,0.0163330588247312,0.164899144893321,0.87
"807",17,54,9860,2,0.0569173453447867,0.10038713838345,0.94
"808",18,51,9900,2,-0.00229931082588075,0.131415799920035,0.89
"809",19,48,9880,2,-0.00440178261679797,0.114139186339514,0.97
"810",20,46,10000,2,-0.0728673667289327,0.113409642919742,0.9
"811",21,43,9870,2,0.0134053176366753,0.109285832180513,0.93
"812",22,41,9900,2,-0.0139214020918754,0.125531116387614,0.92
"813",23,39,9890,2,-0.0354171858713452,0.100620517074573,0.91
"814",24,37,9840,2,-0.000741328412622699,0.0931435860545608,0.94
"815",25,36,10000,2,0.0288973440483481,0.0928559977399333,0.93
"816",26,34,9880,2,-0.00251679282207434,0.0842275539718692,0.94
"817",27,33,9990,2,0.0104860542885585,0.102937659742849,0.88
"818",28,31,9800,2,0.000972729417049734,0.0708261110162307,0.95
"819",29,30,9860,2,0.00585595188386723,0.059198231643696,0.95
"820",30,29,9900,2,-0.0163499476943128,0.0787933387152862,0.88
"821",31,28,9920,2,0.0098119859871566,0.0783511397379298,0.94
"822",32,27,9920,2,-0.00731021308077023,0.0676779502767648,0.93
"823",33,26,9900,2,0.0362272945500703,0.0886516153525015,0.92
"824",34,25,9860,2,-0.0324778597108566,0.0788337474403518,0.88
"825",35,24,9800,2,0.00204657931119523,0.0581635353255495,0.98
"826",36,23,9720,2,-0.0171843935153329,0.04749884290171,0.97
"827",37,23,9990,2,-0.0324157950953224,0.0456434853206284,0.97
"828",38,22,9880,2,0.0217687647480767,0.0599696606694702,0.93
"829",39,21,9750,2,-0.000564156274164229,0.0621039256272419,0.92
"830",40,21,10000,2,-0.00732210237898057,0.0576815509958769,0.92
"831",41,20,9840,2,-0.0297646495705335,0.0532929751708949,0.97
"832",42,19,9660,2,0.0550424738913556,0.0612751503579956,0.88
"833",43,19,9890,2,0.0313661815019834,0.0494455867602668,0.95
"834",44,18,9680,2,0.00698143700495935,0.0440310379992298,0.97
"835",45,18,9900,2,0.0259573530934832,0.0584355104761792,0.94
"836",46,17,9660,2,-0.0219348663732027,0.0607398985721438,0.91
"837",47,17,9870,2,0.00110888077762072,0.0436356524361703,0.94
"838",48,16,9600,2,0.00301526340667446,0.0364518376240657,0.98
"839",49,16,9800,2,-0.0241899460052288,0.0399594150972969,0.97
"840",50,16,10000,2,0.0269512768910916,0.0511039828322352,0.93
"841",51,15,9690,2,0.0296497891165048,0.0516526833617669,0.88
"842",52,15,9880,2,-0.0251692445123478,0.04721273653271,0.94
"843",53,14,9540,2,-0.0164473925305095,0.0373607254038933,0.96
"844",54,14,9720,2,0.00646518345931002,0.0419210086685699,0.93
"845",55,14,9900,2,0.00767911878950867,0.0441254577565192,0.92
"846",56,13,9520,2,-0.0227561200473876,0.0437138048407409,0.92
"847",57,13,9690,2,-0.00721677019449146,0.038119400741002,0.94
"848",58,13,9860,2,-0.0222184354064059,0.0314509274619404,0.96
"849",59,12,9440,2,0.0117812484563665,0.0402923738454704,0.94
"850",60,12,9600,2,-0.0044878034758084,0.0353582686147935,0.97
"851",61,12,9760,2,-0.0303190020875469,0.0444893527953646,0.91
"852",62,12,9920,2,0.0184638899351957,0.0453679033251027,0.89
"853",63,11,9450,2,-0.00195577246349665,0.0382886674141568,0.95
"854",64,11,9600,2,-0.0276072020328744,0.042210649284246,0.93
"855",65,11,9750,2,-0.0100298058772213,0.0432662735890888,0.94
"856",66,11,9900,2,0.00650051633996407,0.0473153714399179,0.89
"857",67,10,9380,2,-0.010609920025785,0.0257600432281861,0.98
"858",68,10,9520,2,-0.0192819604148765,0.0406874491107181,0.94
"859",69,10,9660,2,-0.00845053820508951,0.0363655209577725,0.93
"860",70,10,9800,2,-0.0246464610387906,0.0357314631355898,0.95
"861",71,10,9940,2,0.000942605569541843,0.0372579493259943,0.94
"862",72,9,9360,2,0.0150544252827866,0.0321725600901416,0.93
"863",73,9,9490,2,-0.0265505128595239,0.0396012440628215,0.94
"864",74,9,9620,2,-0.0113290288532064,0.033122873448928,0.96
"865",75,9,9750,2,-0.000596314368558504,0.035026277182408,0.94
"866",76,9,9880,2,-0.00360579691101454,0.0257692921304295,0.97
"867",77,8,9240,2,0.000571923783690975,0.0355912419023161,0.96
"868",78,8,9360,2,0.00101586097637796,0.0306706011859354,0.93
"869",79,8,9480,2,0.0159727446879858,0.0303775758555047,0.96
"870",80,8,9600,2,0.00811578945210378,0.0290601451618794,0.96
"871",81,8,9720,2,0.0019900659443326,0.0249453183458014,0.96
"872",82,8,9840,2,0.0258531746021485,0.0264718146241502,0.97
"873",83,8,9960,2,-0.0198750872441439,0.0254171499868704,0.96
"874",84,7,9240,2,0.0364084706174693,0.041948550828652,0.91
"875",85,7,9350,2,0.0403892273403479,0.0258743232324715,0.94
"876",86,7,9460,2,-0.0188363433612692,0.0265905674608755,0.93
"877",87,7,9570,2,-0.0240073313593994,0.0306892989330841,0.93
"878",88,7,9680,2,0.00203565962826191,0.0276835775630107,0.93
"879",89,7,9790,2,0.00721770133966515,0.0327781782854369,0.96
"880",90,7,9900,2,-0.00849113486435804,0.0340988740528772,0.94
"881",91,6,9100,2,0.0288641274945496,0.0338237126075787,0.95
"882",92,6,9200,2,-0.00308102824458889,0.0373294498119379,0.9
"883",93,6,9300,2,0.00993444250708719,0.02376164471116,0.96
"884",94,6,9400,2,0.0301173117036357,0.0341205024444086,0.93
"885",95,6,9500,2,-0.0192597345931556,0.0386935877454454,0.91
"886",96,6,9600,2,0.00778189239566263,0.0329358756969574,0.92
"887",97,6,9700,2,-0.00324992179314376,0.0237229809571764,0.95
"888",98,6,9800,2,0.012957785869692,0.0307020701357781,0.92
"889",99,6,9900,2,-0.0257646583927091,0.0213246981990543,0.98
"890",100,6,10000,2,-0.0170639281910861,0.0286946478987439,0.94
"891",101,5,9090,2,0.00932400559836877,0.0364915604672319,0.94
"892",102,5,9180,2,0.0154641207288351,0.0269431721664416,0.97
"893",103,5,9270,2,-0.00716087061899001,0.0289947988932769,0.95
"894",104,5,9360,2,-0.00786049036570818,0.0275006741849443,0.94
"895",105,5,9450,2,0.00421780405772643,0.0282776276615167,0.95
"896",106,5,9540,2,-0.013690818739053,0.0309852976794466,0.9
"897",107,5,9630,2,-0.00391683172206808,0.0205199530267335,0.98
"898",108,5,9720,2,-0.0208959595516854,0.0257050784946348,0.95
"899",109,5,9810,2,0.00476053704828139,0.0228302059036864,0.94
"900",110,5,9900,2,0.000101988103227257,0.0273118331517768,0.96
"901",111,5,9990,2,0.00270574782026944,0.0287632014376523,0.93
"902",112,4,8960,2,-0.0140692195164318,0.0275473931812757,0.94
"903",113,4,9040,2,0.0249779975626749,0.0292102691098873,0.93
"904",114,4,9120,2,0.00947342777670401,0.0355504236595331,0.95
"905",115,4,9200,2,0.0242826008481827,0.0262366993770872,0.95
"906",116,4,9280,2,-0.00890688567344128,0.026816218365477,0.94
"907",117,4,9360,2,-0.00670739822719024,0.0223989287381329,0.96
"908",118,4,9440,2,0.0120782219014651,0.0232353638015293,0.98
"909",119,4,9520,2,0.0151485107137322,0.0233411398752493,0.94
"910",120,4,9600,2,-0.00151978741974995,0.02433674176913,0.93
"911",121,4,9680,2,-0.00706469864385323,0.020904760604866,0.98
"912",122,4,9760,2,-0.0180842047221652,0.0297405460654916,0.93
"913",123,4,9840,2,0.00169594295346487,0.0226093116529611,0.92
"914",124,4,9920,2,0.0367288847569105,0.0252985506155305,0.95
"915",125,4,10000,2,0.00162382442111331,0.0209630803970096,0.97
"916",126,3,8820,2,0.000170314335798394,0.030233059329274,0.95
"917",127,3,8890,2,-0.0227947861499742,0.0275796197673653,0.92
"918",128,3,8960,2,-0.00485891694834828,0.0262648139616545,0.96
"919",129,3,9030,2,0.00197006693799395,0.0275601105005265,0.92
"920",130,3,9100,2,-0.00419238719649406,0.0218511005159871,0.95
"921",131,3,9170,2,-0.00324325087420857,0.0205544221714785,0.98
"922",132,3,9240,2,-0.0297869921562816,0.0277282314783884,0.95
"923",133,3,9310,2,-0.0139183986130642,0.0246384758708076,0.92
"924",134,3,9380,2,-0.00859277147781151,0.0209587115919135,0.94
"925",135,3,9450,2,-0.0129441547271774,0.0290180023982534,0.93
"926",136,3,9520,2,-0.0189084327170966,0.0229699945615738,0.95
"927",137,3,9590,2,0.000976570858962189,0.0244525371517086,0.95
"928",138,3,9660,2,-0.00978699224120971,0.0276238821239567,0.92
"929",139,3,9730,2,0.00869050113850589,0.0246403161468799,0.92
"930",140,3,9800,2,8.86277020122339e-05,0.0200895235433969,0.97
"931",141,3,9870,2,0.00259015883133895,0.0222559257965878,0.96
"932",142,3,9940,2,-0.0108286029419766,0.0322827490677228,0.88
"933",143,2,8580,2,-0.0162893457956547,0.0259200663972027,0.97
"934",144,2,8640,2,0.0134488405506853,0.0391806733579776,0.88
"935",145,2,8700,2,0.00485069768924917,0.0298977610624085,0.95
"936",146,2,8760,2,-0.000464426158383491,0.0243654291310322,0.96
"937",147,2,8820,2,-0.00898730002017978,0.0203939641405828,0.99
"938",148,2,8880,2,-0.022335866187581,0.029498191628718,0.92
"939",149,2,8940,2,0.00746414194013367,0.0342657064001239,0.91
"940",150,2,9000,2,-0.0101146891437507,0.0279923398803102,0.94
"941",151,2,9060,2,0.0101731180789658,0.0185746568906091,0.98
"942",152,2,9120,2,0.00433101626478549,0.0218836730246522,0.97
"943",153,2,9180,2,0.000219192573647997,0.0239973498810377,0.97
"944",154,2,9240,2,-0.00828864819618153,0.0248313143030738,0.95
"945",155,2,9300,2,0.00379017138700888,0.0212294664853626,0.95
"946",156,2,9360,2,-0.00129305878022257,0.0281323888992993,0.92
"947",157,2,9420,2,-0.00951907099060151,0.0160262169924383,1
"948",158,2,9480,2,-0.0175731209501072,0.0286742903209228,0.93
"949",159,2,9540,2,0.0267649015843472,0.0266373245770024,0.93
"950",160,2,9600,2,-0.00628980920111499,0.0246424203956927,0.92
"951",161,2,9660,2,-0.0182486944999788,0.0192633664562771,0.98
"952",162,2,9720,2,0.0231050755026903,0.0233695510434945,0.95
"953",163,2,9780,2,0.0201108746814481,0.0250155782451811,0.95
"954",164,2,9840,2,-0.0144537595821168,0.0252703258595335,0.94
"955",165,2,9900,2,-0.00782006279113512,0.0247814005644174,0.97
"956",166,2,9960,2,0.0137539378172948,0.0235609388540433,0.94
"957",167,1,8350,2,-0.00334361027485708,0.0359590763973968,0.94
"958",168,1,8400,2,-0.0153944425616194,0.0323375797089224,0.97
"959",169,1,8450,2,3.20096780176415e-05,0.0315288349847797,0.94
"960",170,1,8500,2,-0.00274124510643697,0.0394255406768513,0.93
"961",171,1,8550,2,-0.00739608505894845,0.0297316766318022,0.98
"962",172,1,8600,2,-0.00750622286988267,0.0326301313962024,0.97
"963",173,1,8650,2,-0.0256419224520865,0.0432986354319169,0.95
"964",174,1,8700,2,0.0300131784901811,0.0347533062418521,0.94
"965",175,1,8750,2,0.0342208885763919,0.0316290560685079,0.97
"966",176,1,8800,2,-0.0352177647012574,0.0382154453422307,0.95
"967",177,1,8850,2,-0.0371147741015744,0.0327964090315858,0.95
"968",178,1,8900,2,-0.0135536740702955,0.032382292195882,0.96
"969",179,1,8950,2,-0.0233696066912029,0.0300327172515658,0.93
"970",180,1,9000,2,0.0228282390969389,0.0333342000764278,0.95
"971",181,1,9050,2,-0.00889099556515255,0.0333106141693899,0.92
"972",182,1,9100,2,-0.0100385678460227,0.0316216086075151,0.96
"973",183,1,9150,2,-0.0142569230261143,0.038804660659259,0.96
"974",184,1,9200,2,-0.00256689884474942,0.035633873111012,0.94
"975",185,1,9250,2,-0.0226768914056597,0.0262586175409925,0.95
"976",186,1,9300,2,0.0212548948077205,0.031513210857714,0.97
"977",187,1,9350,2,0.0155864284791307,0.0307693386816429,0.93
"978",188,1,9400,2,0.0284598563927373,0.0367504384574673,0.93
"979",189,1,9450,2,-0.000395179009442859,0.0417137989924172,0.92
"980",190,1,9500,2,0.0258901442624684,0.0404165924638042,0.89
"981",191,1,9550,2,0.0128056104002923,0.0326137519704243,0.93
"982",192,1,9600,2,-0.0025355509850124,0.0302319603822649,0.95
"983",193,1,9650,2,0.0333545569944315,0.0267149106104119,0.97
"984",194,1,9700,2,0.0112131778662435,0.0377334643040075,0.92
"985",195,1,9750,2,0.0114108443723379,0.0315803799517348,0.95
"986",196,1,9800,2,-0.0251922247843835,0.0342901470069416,0.93
"987",197,1,9850,2,0.00230193900736586,0.0272899608789833,0.92
"988",198,1,9900,2,0.010464958111385,0.0247758978598316,0.95
"989",199,1,9950,2,-0.0154197550787357,0.0236337310997202,0.97
"990",200,1,10000,2,0.0102474922181783,0.0210249472449458,0.99
"991",3,329,9990,2.5,0.145132524386465,0.617948057699643,0.48
"992",4,246,10000,2.5,0.0582503628625215,0.623788227953599,0.72
"993",5,196,10000,2.5,0.060940094479125,0.533018498210851,0.74
"994",6,162,9960,2.5,-0.0155765376972627,0.375400159964334,0.79
"995",7,138,9940,2.5,0.0675589975969539,0.344485090974937,0.82
"996",8,121,10000,2.5,0.0374708502237854,0.257561849750755,0.87
"997",9,107,9990,2.5,-0.00032477340930398,0.215603018249317,0.89
"998",10,96,10000,2.5,0.0390433051268873,0.181032135526115,0.91
"999",11,86,9900,2.5,-0.00327022269984434,0.232348415642688,0.86
"1000",12,79,9960,2.5,-0.0726551042501551,0.23973452789898,0.87
"1001",13,72,9880,2.5,-0.0213518905893149,0.144707581629317,0.9
"1002",14,67,9940,2.5,0.0271208233080534,0.13886635032842,0.93
"1003",15,62,9900,2.5,0.0157516176753318,0.214204464880879,0.83
"1004",16,58,9920,2.5,0.045904081819789,0.11902161719503,0.9
"1005",17,54,9860,2.5,0.00126802874639043,0.131939890818472,0.98
"1006",18,51,9900,2.5,-0.0222540419384629,0.115620237058237,0.93
"1007",19,48,9880,2.5,-0.022735743929907,0.093656288800279,0.92
"1008",20,46,10000,2.5,0.00188991588722953,0.114467672704314,0.92
"1009",21,43,9870,2.5,-0.0515426671237392,0.111919406364104,0.89
"1010",22,41,9900,2.5,-0.0153796689426033,0.124022249614561,0.88
"1011",23,39,9890,2.5,-0.0123770507993723,0.0779503553538512,0.97
"1012",24,37,9840,2.5,0.0123645601064847,0.103154093323773,0.93
"1013",25,36,10000,2.5,0.00575135726154219,0.0801731869955785,0.95
"1014",26,34,9880,2.5,-0.0172590903964193,0.0857707270420885,0.94
"1015",27,33,9990,2.5,-0.0483983016408368,0.0711570742626207,0.96
"1016",28,31,9800,2.5,-0.0269618464864564,0.0633420251253172,0.96
"1017",29,30,9860,2.5,0.0439731875304714,0.086906569471449,0.94
"1018",30,29,9900,2.5,0.0393913473427583,0.0711159797882224,0.94
"1019",31,28,9920,2.5,-0.0324878049213776,0.0723342824473459,0.93
"1020",32,27,9920,2.5,0.00184098534649113,0.0726447593519789,0.93
"1021",33,26,9900,2.5,-0.0270678757268823,0.0797843251103811,0.88
"1022",34,25,9860,2.5,-0.0119821479538758,0.0689955452666242,0.93
"1023",35,24,9800,2.5,-0.0416042430642913,0.0576823992838698,0.94
"1024",36,23,9720,2.5,0.0168641921310874,0.0544489183336806,0.97
"1025",37,23,9990,2.5,0.0191124128508041,0.0596327971359791,0.92
"1026",38,22,9880,2.5,0.0325392103157616,0.0630865136195243,0.92
"1027",39,21,9750,2.5,-0.00658518182078205,0.0465902159737807,0.95
"1028",40,21,10000,2.5,-0.00779857909259513,0.0665764973622,0.92
"1029",41,20,9840,2.5,0.00476269184358891,0.0480612065875881,0.94
"1030",42,19,9660,2.5,0.00777527283542023,0.0468597344150388,0.97
"1031",43,19,9890,2.5,0.00572689400803472,0.0624772793222355,0.9
"1032",44,18,9680,2.5,-0.0198547317912041,0.0395133846453604,0.97
"1033",45,18,9900,2.5,-0.000383821866086043,0.0489701289265501,0.96
"1034",46,17,9660,2.5,0.0397993187433853,0.0479917564293722,0.94
"1035",47,17,9870,2.5,-0.0451111387955091,0.0424832454107742,0.94
"1036",48,16,9600,2.5,-0.0319407040019415,0.0409830546982158,0.95
"1037",49,16,9800,2.5,-0.00858940334387476,0.0467596197650881,0.92
"1038",50,16,10000,2.5,-0.0352014905115642,0.0529257404270162,0.89
"1039",51,15,9690,2.5,-0.0221116565810909,0.0491575821520573,0.95
"1040",52,15,9880,2.5,0.0382208946945113,0.0438351485661087,0.93
"1041",53,14,9540,2.5,0.0322177333277825,0.0316639190299985,0.98
"1042",54,14,9720,2.5,0.0144368674113434,0.0371707011437551,0.96
"1043",55,14,9900,2.5,0.00105660198368862,0.0562233036082722,0.87
"1044",56,13,9520,2.5,-0.0210907251938924,0.0428339943008836,0.96
"1045",57,13,9690,2.5,-0.00874838107354781,0.0502706528257523,0.94
"1046",58,13,9860,2.5,-0.0126222196400729,0.0401233024815111,0.95
"1047",59,12,9440,2.5,-0.0123928373192703,0.0393044967905513,0.94
"1048",60,12,9600,2.5,-0.0223055280314285,0.0445649635594793,0.92
"1049",61,12,9760,2.5,0.0392260185664343,0.0319223991305298,0.97
"1050",62,12,9920,2.5,-0.00528968411629871,0.0330457640353521,0.98
"1051",63,11,9450,2.5,0.0228942847874021,0.0340448916705131,0.98
"1052",64,11,9600,2.5,0.0120275113098042,0.0302098722049229,0.95
"1053",65,11,9750,2.5,-0.0319275961692138,0.0405503989653057,0.91
"1054",66,11,9900,2.5,-0.0042112238416776,0.02941873462788,0.97
"1055",67,10,9380,2.5,0.00756737081730818,0.0368577322457778,0.92
"1056",68,10,9520,2.5,0.00856381843351439,0.040707862846131,0.94
"1057",69,10,9660,2.5,-0.00224312205753135,0.0385524270737953,0.92
"1058",70,10,9800,2.5,-0.0129676146762159,0.0362676770382007,0.93
"1059",71,10,9940,2.5,0.0341138513826369,0.0440755320634188,0.92
"1060",72,9,9360,2.5,-0.00631374269911489,0.0338745205842527,0.94
"1061",73,9,9490,2.5,-0.00386101414536316,0.038533531442063,0.9
"1062",74,9,9620,2.5,-0.0358702614088549,0.0394815951979161,0.91
"1063",75,9,9750,2.5,-0.0174061338587246,0.0237495639256467,0.98
"1064",76,9,9880,2.5,0.00298816111875988,0.0370550065773636,0.96
"1065",77,8,9240,2.5,-0.0165512890927362,0.0273768520733197,0.97
"1066",78,8,9360,2.5,0.00502340015263381,0.0296729510281277,0.94
"1067",79,8,9480,2.5,-0.0333484300351268,0.0345029021411227,0.95
"1068",80,8,9600,2.5,0.0342832746389701,0.0243609538203615,0.98
"1069",81,8,9720,2.5,0.00453122044807763,0.0346825990839658,0.93
"1070",82,8,9840,2.5,-0.006105958044683,0.0337647787758682,0.93
"1071",83,8,9960,2.5,9.80236657296407e-05,0.0315996653026248,0.96
"1072",84,7,9240,2.5,-0.0233826032115306,0.0267140839634834,0.97
"1073",85,7,9350,2.5,0.0218516494971197,0.0365921449517711,0.9
"1074",86,7,9460,2.5,-0.000874627701533903,0.034937810296041,0.93
"1075",87,7,9570,2.5,0.0346215720032047,0.0307726397998363,0.93
"1076",88,7,9680,2.5,0.0189076660868925,0.0369023065952451,0.91
"1077",89,7,9790,2.5,0.0130623853406397,0.0317764343536464,0.94
"1078",90,7,9900,2.5,0.0111150954554582,0.0258174576433541,0.93
"1079",91,6,9100,2.5,-0.0053161708523991,0.0345109042928904,0.93
"1080",92,6,9200,2.5,-0.00363418283557454,0.0294551360331126,0.95
"1081",93,6,9300,2.5,-0.019506592268541,0.0285330164953961,0.94
"1082",94,6,9400,2.5,-0.0103893146637475,0.0289699982389122,0.94
"1083",95,6,9500,2.5,0.0356434062569804,0.0337353897974277,0.93
"1084",96,6,9600,2.5,-0.00330407789436543,0.0331279449893431,0.9
"1085",97,6,9700,2.5,-0.0315849430225101,0.0275164487241439,0.97
"1086",98,6,9800,2.5,0.00740666989470995,0.0284049224708873,0.94
"1087",99,6,9900,2.5,0.0359926169534421,0.0262821144228784,0.96
"1088",100,6,10000,2.5,0.0232616816920862,0.025275848951343,0.97
"1089",101,5,9090,2.5,-0.0147314795321032,0.0282438559317008,0.95
"1090",102,5,9180,2.5,0.00950559952634233,0.0210720759822678,0.99
"1091",103,5,9270,2.5,0.0109209468996805,0.0238187596881318,0.97
"1092",104,5,9360,2.5,-0.0194818178079039,0.0265922077311874,0.95
"1093",105,5,9450,2.5,-0.000270124176879827,0.0301489946099657,0.9
"1094",106,5,9540,2.5,-0.021494901369095,0.0315761607415517,0.96
"1095",107,5,9630,2.5,-0.0446614052744276,0.024076956884543,0.95
"1096",108,5,9720,2.5,0.0247446227658423,0.0294300662380844,0.94
"1097",109,5,9810,2.5,0.00224332801721217,0.0223591391636758,0.94
"1098",110,5,9900,2.5,0.0064662322592004,0.0325890296311893,0.89
"1099",111,5,9990,2.5,-0.0154355139916748,0.0247537006718562,0.94
"1100",112,4,8960,2.5,0.00567445290667223,0.0314159359902902,0.91
"1101",113,4,9040,2.5,-0.0096914337353215,0.0271904033160804,0.93
"1102",114,4,9120,2.5,-0.00608614951264796,0.0226980616293568,0.98
"1103",115,4,9200,2.5,0.00761799141311803,0.0333355776092797,0.92
"1104",116,4,9280,2.5,-0.0348916360135768,0.0300161844931721,0.92
"1105",117,4,9360,2.5,0.00640288668359257,0.0236224535174628,0.96
"1106",118,4,9440,2.5,0.0151838265912571,0.0197990139784774,0.98
"1107",119,4,9520,2.5,-0.000686804659904672,0.0224750163026805,0.97
"1108",120,4,9600,2.5,-0.010674637808321,0.0191043508194073,0.97
"1109",121,4,9680,2.5,0.011753413370772,0.0261397767050385,0.92
"1110",122,4,9760,2.5,0.0178897359563691,0.0247889832166332,0.96
"1111",123,4,9840,2.5,0.0131141957753107,0.0229969063822576,0.96
"1112",124,4,9920,2.5,0.010805346329902,0.0204638177048208,0.97
"1113",125,4,10000,2.5,0.0309190283557431,0.0229863850745162,0.97
"1114",126,3,8820,2.5,0.00325887231649369,0.0270451370210018,0.93
"1115",127,3,8890,2.5,-0.0142021433544063,0.0274222731132583,0.94
"1116",128,3,8960,2.5,-0.000850612044216437,0.0258302523715693,0.96
"1117",129,3,9030,2.5,0.00283575778776934,0.0214272115736455,0.95
"1118",130,3,9100,2.5,0.00166755516479278,0.0241618854269068,0.95
"1119",131,3,9170,2.5,-0.0011152841049476,0.0175751759632271,0.97
"1120",132,3,9240,2.5,-0.00568502293315842,0.0209195158496026,1
"1121",133,3,9310,2.5,-0.0059173078067094,0.0281226844732915,0.94
"1122",134,3,9380,2.5,0.0167941065424593,0.0228175073768477,0.95
"1123",135,3,9450,2.5,0.00297739203056624,0.0225816576455488,0.96
"1124",136,3,9520,2.5,-0.0112707986379345,0.0277239453536147,0.94
"1125",137,3,9590,2.5,0.00217791590332039,0.0210671809733684,0.97
"1126",138,3,9660,2.5,-0.0179540791411684,0.0228100363846591,0.93
"1127",139,3,9730,2.5,-0.0159505994163684,0.0213918901938387,0.97
"1128",140,3,9800,2.5,-0.00279251307881051,0.0191557960593688,0.96
"1129",141,3,9870,2.5,-0.0307350806700339,0.0273419034971684,0.95
"1130",142,3,9940,2.5,0.00341585164311986,0.0172281822334733,0.99
"1131",143,2,8580,2.5,0.0106554883142573,0.034350937812334,0.92
"1132",144,2,8640,2.5,0.00751124943713943,0.0298925646264246,0.94
"1133",145,2,8700,2.5,0.0156884199060273,0.0296029869880774,0.92
"1134",146,2,8760,2.5,-0.0285149392383814,0.0274553573785558,0.97
"1135",147,2,8820,2.5,-0.0312896252615515,0.0224750134088815,0.94
"1136",148,2,8880,2.5,-0.0229729009092428,0.0221115812432617,0.97
"1137",149,2,8940,2.5,0.00704686586824277,0.0240257426504687,0.95
"1138",150,2,9000,2.5,0.016767999285664,0.0309412715649416,0.94
"1139",151,2,9060,2.5,0.0221891906213428,0.0308533871149333,0.93
"1140",152,2,9120,2.5,0.00293740344786686,0.0315388306959802,0.94
"1141",153,2,9180,2.5,0.0346520219627455,0.0222639586112826,0.97
"1142",154,2,9240,2.5,-0.0180177621394749,0.0283251353970862,0.95
"1143",155,2,9300,2.5,0.0106057317228845,0.030933040691492,0.94
"1144",156,2,9360,2.5,0.0285795453854194,0.0285605888243098,0.93
"1145",157,2,9420,2.5,-0.00111262887511376,0.0207857806239456,0.97
"1146",158,2,9480,2.5,-0.0248622781167354,0.0285493606027832,0.93
"1147",159,2,9540,2.5,-0.0266983677802471,0.0194241745132682,0.98
"1148",160,2,9600,2.5,-0.00571975046180029,0.0285241755223547,0.95
"1149",161,2,9660,2.5,-0.0023633395215179,0.0256568448264671,0.95
"1150",162,2,9720,2.5,-0.00275338895778859,0.0231714683893507,0.94
"1151",163,2,9780,2.5,0.00301000482338709,0.0228854565916193,0.96
"1152",164,2,9840,2.5,-0.00565603157483513,0.0229382031532173,0.97
"1153",165,2,9900,2.5,0.000176448459211387,0.0280570610785612,0.94
"1154",166,2,9960,2.5,0.0129971942365754,0.0222228085151601,0.95
"1155",167,1,8350,2.5,0.0104231278831377,0.0249658318055983,0.98
"1156",168,1,8400,2.5,-0.00966939521024185,0.0423685056540459,0.92
"1157",169,1,8450,2.5,-0.00926525732671069,0.0428309516919257,0.92
"1158",170,1,8500,2.5,-0.0410350417877811,0.0323822527381963,0.96
"1159",171,1,8550,2.5,-0.0383547336304357,0.0353187823512822,0.95
"1160",172,1,8600,2.5,-0.0125318393199385,0.0328584583877774,0.97
"1161",173,1,8650,2.5,-0.00545071548323239,0.0324597597200983,0.95
"1162",174,1,8700,2.5,-0.00654997093302995,0.0302926700795294,0.98
"1163",175,1,8750,2.5,-0.0354520622174099,0.0344031886911141,0.93
"1164",176,1,8800,2.5,-0.0203741874875865,0.0321228689617957,0.96
"1165",177,1,8850,2.5,-0.026119950821013,0.038309207983375,0.94
"1166",178,1,8900,2.5,-0.00623657359124219,0.0354130985818105,0.97
