"","G","R","total_cost","sigma2","bias","mse","coverage"
"2255",79,8,9480,2.3,0.0226855658079008,0.0397058947555626,0.94
"2256",80,8,9600,2.3,-0.0264538914546316,0.0427722194542868,0.92
"2257",81,8,9720,2.3,-0.02106757894175,0.0303479693305283,0.97
"2258",82,8,9840,2.3,-0.00844174076015447,0.0328891307326751,0.96
"2259",83,8,9960,2.3,0.0279581494431757,0.0422230280539862,0.94
"2260",84,7,9240,2.3,-0.00411169905771586,0.0416841679398934,0.93
"2261",85,7,9350,2.3,0.0159673349910142,0.0340570274465583,0.94
"2262",86,7,9460,2.3,0.00592375250454169,0.0342131042401373,0.93
"2263",87,7,9570,2.3,0.00616324686836345,0.0371916595774563,0.95
"2264",88,7,9680,2.3,0.00588472743291502,0.0304401783811987,0.98
"2265",89,7,9790,2.3,0.0326917825200727,0.0304533976754076,0.96
"2266",90,7,9900,2.3,-0.00913985628224928,0.0369627109548553,0.94
"2267",91,6,9100,2.3,0.0196575336597818,0.0406973848041503,0.95
"2268",92,6,9200,2.3,-0.0209935414789572,0.0378130630262115,0.93
"2269",93,6,9300,2.3,0.00730582977401373,0.0421251609515896,0.93
"2270",94,6,9400,2.3,0.00266383838040896,0.0416130315339374,0.95
"2271",95,6,9500,2.3,0.0142541106908052,0.0328176035336504,0.97
"2272",96,6,9600,2.3,-0.0312499515776993,0.039334291480299,0.95
"2273",97,6,9700,2.3,-0.0254766015516802,0.0458833808650372,0.9
"2274",98,6,9800,2.3,-0.0220679829710363,0.0419622369293008,0.93
"2275",99,6,9900,2.3,-0.0290021022588975,0.029209723169698,0.97
"2276",100,6,10000,2.3,-0.00734618972878903,0.0301953027389671,0.97
"2277",101,5,9090,2.3,0.0202125096887011,0.0410124181205603,0.94
"2278",102,5,9180,2.3,0.0379736728235531,0.0340517479803591,0.93
"2279",103,5,9270,2.3,0.00182613114218622,0.0364678536288054,0.95
"2280",104,5,9360,2.3,0.00775829838339126,0.0409221442313598,0.94
"2281",105,5,9450,2.3,-0.00940540488632458,0.0430708441523162,0.91
"2282",106,5,9540,2.3,0.00185683295438333,0.0288190801328658,0.97
"2283",107,5,9630,2.3,0.0149883239473249,0.0327922858328714,0.96
"2284",108,5,9720,2.3,0.0201721088817691,0.0415879382480222,0.93
"2285",109,5,9810,2.3,0.00434457201738603,0.0302814850407397,0.97
"2286",110,5,9900,2.3,-0.025037923075742,0.0384359203065391,0.94
"2287",111,5,9990,2.3,-0.00747244380788248,0.0260819721550659,0.95
"2288",112,4,8960,2.3,-0.0223384032284613,0.0383879499098585,0.94
"2289",113,4,9040,2.3,0.016672931627563,0.0360872003678504,0.98
"2290",114,4,9120,2.3,0.00421583011838889,0.0381059799479708,0.95
"2291",115,4,9200,2.3,-0.0178294838418866,0.0345874696343644,0.94
"2292",116,4,9280,2.3,0.00480983267830792,0.0375169622765462,0.94
"2293",117,4,9360,2.3,0.0102294471847839,0.0403133966237883,0.92
"2294",118,4,9440,2.3,0.0169419887980437,0.0384561140566653,0.95
"2295",119,4,9520,2.3,0.00170271120625232,0.0310463406290273,0.96
"2296",120,4,9600,2.3,-0.0223897283318515,0.0435822432348296,0.92
"2297",121,4,9680,2.3,0.0054243935686773,0.0424223417857247,0.92
"2298",122,4,9760,2.3,0.0144315881905968,0.0440954593878224,0.93
"2299",123,4,9840,2.3,0.00574071057285674,0.0314971334480923,0.95
"2300",124,4,9920,2.3,-0.00947758654529185,0.0383190753565226,0.9
"2301",125,4,10000,2.3,-0.00468232895703408,0.0306959289191123,0.95
"2302",126,3,8820,2.3,-0.0172205371621295,0.0450936171979734,0.93
"2303",127,3,8890,2.3,0.0538734297549941,0.0419331306791177,0.95
"2304",128,3,8960,2.3,0.000530155925228981,0.0448689060997009,0.93
"2305",129,3,9030,2.3,0.0181982792298345,0.0408214341727285,0.93
"2306",130,3,9100,2.3,0.0219983640057625,0.0411303665583076,0.94
"2307",131,3,9170,2.3,0.0125214872610945,0.0422526471188947,0.91
"2308",132,3,9240,2.3,-0.00601871703546419,0.032582710139516,0.95
"2309",133,3,9310,2.3,0.0196972533839854,0.0378331137657948,0.97
"2310",134,3,9380,2.3,0.00821565585959727,0.0423367999388793,0.95
"2311",135,3,9450,2.3,0.00352068215389056,0.0383225120612479,0.96
"2312",136,3,9520,2.3,0.0238457706959694,0.0457165765218256,0.89
"2313",137,3,9590,2.3,-0.00288710971089445,0.0434876103015706,0.96
"2314",138,3,9660,2.3,0.0125345136778459,0.0383679386588687,0.97
"2315",139,3,9730,2.3,-0.018101939381882,0.0374798347142672,0.95
"2316",140,3,9800,2.3,-0.00873920250207666,0.0428042463964662,0.92
"2317",141,3,9870,2.3,-0.00534341232782121,0.040577178257555,0.96
"2318",142,3,9940,2.3,0.0233657570183836,0.0463337745186517,0.92
"2319",143,2,8580,2.3,0.00772399972171545,0.0363311370105604,0.97
"2320",144,2,8640,2.3,-0.019127882270121,0.0466395083784642,0.92
"2321",145,2,8700,2.3,-0.0537426556356238,0.0511833447132305,0.95
"2322",146,2,8760,2.3,0.0181050377056409,0.0314728396661807,0.97
"2323",147,2,8820,2.3,-0.0110576201687958,0.0459710043345293,0.94
"2324",148,2,8880,2.3,-0.00435339007346275,0.043772981090938,0.95
"2325",149,2,8940,2.3,0.00232996015805653,0.0516031114667628,0.94
"2326",150,2,9000,2.3,-0.0282128560883284,0.0586293092815692,0.95
"2327",151,2,9060,2.3,-0.00465099602297525,0.0430418927719687,0.94
"2328",152,2,9120,2.3,0.0100319765280191,0.0557632734323456,0.9
"2329",153,2,9180,2.3,-0.0424208323642425,0.0410372431430573,0.94
"2330",154,2,9240,2.3,0.0173424979321655,0.0343876459201449,0.98
"2331",155,2,9300,2.3,-0.00692547181814407,0.0348581432266313,0.98
"2332",156,2,9360,2.3,0.0170445594426979,0.039755365003827,0.95
"2333",157,2,9420,2.3,0.00122874106968018,0.0452294161517831,0.94
"2334",158,2,9480,2.3,0.0036607871176273,0.0344182424702215,0.96
"2335",159,2,9540,2.3,-0.0170724674192185,0.0364919946213065,0.95
"2336",160,2,9600,2.3,0.00155618534897961,0.0466470388761591,0.93
"2337",161,2,9660,2.3,-0.00471874143066342,0.0331133054621328,0.98
"2338",162,2,9720,2.3,0.0353885957297352,0.0383957643957435,0.98
"2339",163,2,9780,2.3,0.0301302166400252,0.0430468247097894,0.93
"2340",164,2,9840,2.3,-0.0347206330268631,0.0280914936460921,0.97
"2341",165,2,9900,2.3,0.00329951365170067,0.0346439384419217,0.95
"2342",166,2,9960,2.3,-0.0129025617810807,0.0417150172659158,0.96
"2343",167,1,8350,2.3,0.0119594436306796,0.0762521347710455,0.93
"2344",168,1,8400,2.3,-0.000323763310142167,0.0784761289848541,0.93
"2345",169,1,8450,2.3,-0.0132617176879385,0.0824642079676788,0.93
"2346",170,1,8500,2.3,-0.0154903055353344,0.0639405845126292,0.94
"2347",171,1,8550,2.3,0.00478178844432375,0.0658657779462533,0.94
"2348",172,1,8600,2.3,0.00100283355707875,0.0684477800042458,0.95
"2349",173,1,8650,2.3,0.0267609523708282,0.0497102920256452,0.98
"2350",174,1,8700,2.3,0.00125849582684701,0.0601762939234188,0.95
"2351",175,1,8750,2.3,0.0269721659653623,0.0522746786646848,0.99
"2352",176,1,8800,2.3,0.00155277283689592,0.0600077796710189,0.97
"2353",177,1,8850,2.3,-0.0018228971560646,0.0566974078353563,0.96
"2354",178,1,8900,2.3,-0.024456870057841,0.0539109856859121,0.97
"2355",179,1,8950,2.3,0.00774798591206094,0.0528404406029726,1
"2356",180,1,9000,2.3,0.00200041677898666,0.0616193272187042,0.97
"2357",181,1,9050,2.3,-0.00848090606934654,0.0612742116212222,0.96
"2358",182,1,9100,2.3,-0.035803249145067,0.0673061670179436,0.91
"2359",183,1,9150,2.3,-0.00561573045285324,0.0609627101815148,0.93
"2360",184,1,9200,2.3,0.0236014987379161,0.0489303212502392,0.99
"2361",185,1,9250,2.3,0.00869350990912254,0.0646703753630041,0.98
"2362",186,1,9300,2.3,-0.00828790036215166,0.0592243401833581,0.96
"2363",187,1,9350,2.3,-0.047514948685168,0.0673287240013943,0.96
"2364",188,1,9400,2.3,0.00150959857979416,0.0460834108955027,0.98
"2365",189,1,9450,2.3,0.015524961445913,0.0608759575159634,0.95
"2366",190,1,9500,2.3,0.0173634322723091,0.0496365445069219,0.96
"2367",191,1,9550,2.3,0.0634549657792992,0.0522425289727674,0.96
"2368",192,1,9600,2.3,-0.0085851919968627,0.0526380064776094,0.96
"2369",193,1,9650,2.3,-0.0383157737372509,0.0534358961353695,0.98
"2370",194,1,9700,2.3,-0.00601711069039806,0.0754719674203398,0.87
"2371",195,1,9750,2.3,0.00551747967771166,0.0467981256873555,0.98
"2372",196,1,9800,2.3,-0.0121718602317647,0.0449203127030354,0.96
"2373",197,1,9850,2.3,0.0378773103118015,0.0536441927337227,0.94
"2374",198,1,9900,2.3,-0.0116862607778651,0.0756866401153874,0.9
"2375",199,1,9950,2.3,0.00328120052539371,0.0567782180149109,0.94
"2376",200,1,10000,2.3,-0.0297593457641642,0.0571187317937937,0.95
"2377",3,329,9990,2.5,-0.144482959185746,0.717416134788948,0.52
"2378",4,246,10000,2.5,-0.0409987386474022,0.55054063961173,0.67
"2379",5,196,10000,2.5,-0.179740361300328,0.48877669787108,0.69
"2380",6,162,9960,2.5,-0.156838666969614,0.48725928671585,0.72
"2381",7,138,9940,2.5,-0.010724336859774,0.356230934492462,0.77
"2382",8,121,10000,2.5,-0.101045501318068,0.325298742888619,0.84
"2383",9,107,9990,2.5,0.0300180420835731,0.247296701843322,0.81
"2384",10,96,10000,2.5,0.0416113079862649,0.229964306393908,0.87
"2385",11,86,9900,2.5,-0.0224006410573424,0.153012334707695,0.93
"2386",12,79,9960,2.5,-0.0524953907358554,0.161311397994175,0.93
"2387",13,72,9880,2.5,0.00502771131340396,0.170053199894449,0.92
"2388",14,67,9940,2.5,-0.0526383366632652,0.181543990211606,0.93
"2389",15,62,9900,2.5,-0.0453210048494663,0.166080398546998,0.89
"2390",16,58,9920,2.5,-0.0412889424268671,0.147338343630384,0.9
"2391",17,54,9860,2.5,-0.0393919187252175,0.111521002493692,0.96
"2392",18,51,9900,2.5,0.0308948875708962,0.136338947164957,0.89
"2393",19,48,9880,2.5,-0.0056143630574792,0.145675272786416,0.86
"2394",20,46,10000,2.5,-0.00746928462711505,0.134774097800336,0.9
"2395",21,43,9870,2.5,0.0432346771523089,0.114878003878793,0.94
"2396",22,41,9900,2.5,-0.0291610800899193,0.109058427248696,0.92
"2397",23,39,9890,2.5,0.0535018778715493,0.0767453683596604,0.93
"2398",24,37,9840,2.5,0.0274651868868977,0.104311718696748,0.95
"2399",25,36,10000,2.5,0.00891694747920979,0.0887636927904801,0.93
"2400",26,34,9880,2.5,0.0150410665294164,0.0982014362367521,0.9
"2401",27,33,9990,2.5,-0.0332637208891456,0.0910657698748481,0.91
"2402",28,31,9800,2.5,-0.0116988990091292,0.081493397935909,0.96
"2403",29,30,9860,2.5,-0.0210460567030912,0.0899219736398004,0.91
"2404",30,29,9900,2.5,-0.00533267281175798,0.0880262761659498,0.9
"2405",31,28,9920,2.5,-0.0103172930914331,0.0868843629527082,0.9
"2406",32,27,9920,2.5,-0.0180604311142823,0.05986459144579,0.96
"2407",33,26,9900,2.5,0.0178252556784992,0.0768194581306994,0.95
"2408",34,25,9860,2.5,0.0210680888267346,0.0572150755456706,0.96
"2409",35,24,9800,2.5,-0.0173161269194408,0.066540624543936,0.95
"2410",36,23,9720,2.5,-0.0212351610264685,0.0727746689251902,0.95
"2411",37,23,9990,2.5,-0.0237688785450517,0.0731468637394388,0.93
"2412",38,22,9880,2.5,-0.0141202319563002,0.0575166282385421,0.95
"2413",39,21,9750,2.5,-0.0329692839125115,0.073396825554674,0.91
"2414",40,21,10000,2.5,0.019177671434363,0.0515228345141856,0.97
"2415",41,20,9840,2.5,0.0241297887252901,0.0475938934277613,0.97
"2416",42,19,9660,2.5,0.0365069480649913,0.0686620596127926,0.93
"2417",43,19,9890,2.5,0.0460120067775051,0.0619857771404116,0.96
"2418",44,18,9680,2.5,-0.01258603369519,0.0679794627593663,0.92
"2419",45,18,9900,2.5,-0.0158281630675003,0.0409415527511913,0.96
"2420",46,17,9660,2.5,-0.037275313584105,0.062015988748345,0.93
"2421",47,17,9870,2.5,-0.00931885059332627,0.0699466675196719,0.87
"2422",48,16,9600,2.5,-0.00523591136546819,0.0479739532703886,0.96
"2423",49,16,9800,2.5,0.0275845953657264,0.0518529588224792,0.97
"2424",50,16,10000,2.5,0.00914194246205624,0.0511554287143597,0.95
"2425",51,15,9690,2.5,-0.0215222954297468,0.050613914793744,0.92
"2426",52,15,9880,2.5,-0.00872642732940709,0.05133265932902,0.95
"2427",53,14,9540,2.5,0.0153041041154175,0.0524311144093575,0.92
"2428",54,14,9720,2.5,-0.0224585917997723,0.0359057527465743,0.98
"2429",55,14,9900,2.5,0.00925365579860971,0.0480742927875548,0.97
"2430",56,13,9520,2.5,-0.0515428091244589,0.0682239727707282,0.92
"2431",57,13,9690,2.5,-0.00347910872831159,0.0460004450813526,0.92
"2432",58,13,9860,2.5,0.0207992447342368,0.0492888234084537,0.94
"2433",59,12,9440,2.5,-0.00636803106025996,0.0414704040942365,0.96
"2434",60,12,9600,2.5,-0.00722184415999988,0.0551031553177873,0.89
"2435",61,12,9760,2.5,-0.00539548339980961,0.0412124256877046,0.95
"2436",62,12,9920,2.5,0.0178414418441329,0.0416558254335649,0.94
"2437",63,11,9450,2.5,0.00287906537874716,0.0634905916762523,0.91
"2438",64,11,9600,2.5,-0.0272932443683374,0.040999343519995,0.94
"2439",65,11,9750,2.5,-0.0130288927688853,0.0562453469115318,0.91
"2440",66,11,9900,2.5,0.000915790274904849,0.045746698603431,0.95
"2441",67,10,9380,2.5,-0.0073801148520739,0.0430052065403091,0.95
"2442",68,10,9520,2.5,0.0047851446108399,0.0439401203576934,0.96
"2443",69,10,9660,2.5,0.00912707365192755,0.0505815953981014,0.91
"2444",70,10,9800,2.5,-1.62788106931044e-05,0.0404744876763163,0.94
"2445",71,10,9940,2.5,0.0197504704485627,0.0480321969855597,0.92
"2446",72,9,9360,2.5,0.0345995982864246,0.0438274959645592,0.94
"2447",73,9,9490,2.5,0.013544408262615,0.043282998415983,0.93
"2448",74,9,9620,2.5,-0.0112271713896911,0.0462952299214904,0.94
"2449",75,9,9750,2.5,0.0590313784569558,0.042954057326491,0.94
"2450",76,9,9880,2.5,-0.0145298400556537,0.0452476379171394,0.94
"2451",77,8,9240,2.5,-0.0288121987903948,0.0540119427938795,0.95
"2452",78,8,9360,2.5,-0.0264971832142858,0.0404692618267179,0.96
"2453",79,8,9480,2.5,-0.014423619964923,0.0416614774742727,0.94
"2454",80,8,9600,2.5,0.00861103167636967,0.0374238094306432,0.94
"2455",81,8,9720,2.5,0.000599395312570361,0.0335383285236557,0.95
"2456",82,8,9840,2.5,-0.0034529358603469,0.0349629178280135,0.96
"2457",83,8,9960,2.5,-0.00555079007870529,0.0430626903816572,0.94
"2458",84,7,9240,2.5,-0.00271417319022127,0.0470830558848174,0.91
"2459",85,7,9350,2.5,-0.0260227285840197,0.0382294701981302,0.98
"2460",86,7,9460,2.5,0.0321874104941935,0.0333174412564134,0.98
"2461",87,7,9570,2.5,0.0154857196145083,0.0421913201899811,0.95
"2462",88,7,9680,2.5,-0.000553368660076548,0.0479473051664786,0.91
"2463",89,7,9790,2.5,-0.000888795975285739,0.0366992434174793,0.99
"2464",90,7,9900,2.5,-0.00996964371736925,0.0414421463587388,0.95
"2465",91,6,9100,2.5,-0.0205527385502806,0.0468130126453518,0.94
"2466",92,6,9200,2.5,-0.000382751640168877,0.0323397380370937,0.95
"2467",93,6,9300,2.5,0.0547596090281652,0.0412493024405586,0.95
"2468",94,6,9400,2.5,0.0130661161583245,0.0399390026091682,0.92
"2469",95,6,9500,2.5,0.0345916456995046,0.0469573167030729,0.91
"2470",96,6,9600,2.5,-0.0253447342462318,0.0517521785746771,0.92
"2471",97,6,9700,2.5,-0.0479163534698892,0.0405563930297076,0.93
"2472",98,6,9800,2.5,-0.0229677828143124,0.0446772313238089,0.94
"2473",99,6,9900,2.5,-0.00639504046701633,0.0366907034532036,0.93
"2474",100,6,10000,2.5,0.0414446139360786,0.0522478352702592,0.88
"2475",101,5,9090,2.5,-0.0147977553297066,0.0364510934385353,0.97
"2476",102,5,9180,2.5,-0.0310897955363767,0.038765211584334,0.96
"2477",103,5,9270,2.5,-0.0109081303552232,0.0342119174770283,0.97
"2478",104,5,9360,2.5,0.0125888500071669,0.0387205833305123,0.96
"2479",105,5,9450,2.5,0.000398984738126718,0.0354619368674497,0.95
"2480",106,5,9540,2.5,0.0376742774912837,0.0433813262418356,0.96
"2481",107,5,9630,2.5,0.00825736016421541,0.0321845533570407,0.96
"2482",108,5,9720,2.5,-0.0066522564265194,0.0300359351390263,0.96
"2483",109,5,9810,2.5,0.00918160098716081,0.0381978343928387,0.93
"2484",110,5,9900,2.5,-0.0176885846314885,0.0344939356529452,0.95
"2485",111,5,9990,2.5,0.00379513147019039,0.0480600354771323,0.89
"2486",112,4,8960,2.5,0.0192190264796862,0.0446239395538252,0.94
"2487",113,4,9040,2.5,-0.0338692737741458,0.0443014343728604,0.94
"2488",114,4,9120,2.5,-0.0251447671701358,0.0444518849459203,0.95
"2489",115,4,9200,2.5,0.0134277316373338,0.041303490750751,0.96
"2490",116,4,9280,2.5,-0.023845536541106,0.0463935395149409,0.93
"2491",117,4,9360,2.5,-0.0228695523115601,0.0406401283325172,0.93
"2492",118,4,9440,2.5,-0.0158092560370093,0.0389514863499957,0.96
"2493",119,4,9520,2.5,0.00323883825116822,0.0410070944594327,0.94
"2494",120,4,9600,2.5,0.0138036644872838,0.0439437951152124,0.94
"2495",121,4,9680,2.5,0.0172963079396944,0.0374708137717391,0.96
"2496",122,4,9760,2.5,-0.0165334282886963,0.0403944514619735,0.96
"2497",123,4,9840,2.5,-0.028583202771659,0.0432049071558072,0.92
"2498",124,4,9920,2.5,0.0021132246258867,0.0337576149937325,0.95
"2499",125,4,10000,2.5,-0.0243413775621262,0.0351550293320448,0.94
"2500",126,3,8820,2.5,0.00296801350253895,0.039997265818877,0.98
"2501",127,3,8890,2.5,0.00433133737435043,0.0506242698080886,0.93
"2502",128,3,8960,2.5,-0.00449561809817012,0.0457516848859907,0.95
"2503",129,3,9030,2.5,0.0188359482697725,0.0547282148511589,0.91
"2504",130,3,9100,2.5,-0.0105673204087022,0.0435437303379534,0.97
"2505",131,3,9170,2.5,0.0273080774332961,0.0440015018278166,0.96
"2506",132,3,9240,2.5,-0.00942518097517392,0.0371830699841104,0.97
"2507",133,3,9310,2.5,0.00560076869038617,0.043267658031993,0.94
"2508",134,3,9380,2.5,0.000282289957809545,0.0386130151208936,0.96
"2509",135,3,9450,2.5,0.0154827447367533,0.0414191113283645,0.92
"2510",136,3,9520,2.5,-0.028081707333899,0.0365634081755787,0.97
"2511",137,3,9590,2.5,0.0144030760508308,0.0409440677931374,0.9
"2512",138,3,9660,2.5,-0.0116584990719913,0.0484369266823141,0.91
"2513",139,3,9730,2.5,0.0232544056751693,0.0322208099958908,0.95
"2514",140,3,9800,2.5,-0.0156488062660491,0.042986854055796,0.9
"2515",141,3,9870,2.5,0.0454344853620042,0.0367469752440288,0.93
"2516",142,3,9940,2.5,0.00122044015318379,0.0312194265317482,0.96
"2517",143,2,8580,2.5,-0.00762943893653917,0.0561275333983152,0.92
"2518",144,2,8640,2.5,-0.0500873144139291,0.0515061573742769,0.9
"2519",145,2,8700,2.5,0.0245976264872872,0.0485700514365767,0.95
"2520",146,2,8760,2.5,0.0396069857542571,0.0413157442114447,0.98
"2521",147,2,8820,2.5,-0.0291171641767156,0.0603375494793413,0.9
"2522",148,2,8880,2.5,-0.00376978313875415,0.0406120403200831,0.97
"2523",149,2,8940,2.5,-0.030789216971576,0.0584335254335628,0.9
"2524",150,2,9000,2.5,0.00313880115077592,0.0375021137184168,0.99
"2525",151,2,9060,2.5,0.0102160645949783,0.0562295369373887,0.91
"2526",152,2,9120,2.5,0.00201434486774676,0.0456481047434481,0.94
"2527",153,2,9180,2.5,0.0517769863451353,0.047195481316463,0.96
"2528",154,2,9240,2.5,0.0182034370707118,0.0427509835915545,0.94
"2529",155,2,9300,2.5,-0.00764322300591586,0.0364875093863442,0.98
"2530",156,2,9360,2.5,0.0528687849984787,0.0490927901643806,0.94
"2531",157,2,9420,2.5,0.0145761901011289,0.04367926698415,0.96
"2532",158,2,9480,2.5,0.031376942213689,0.0430492908662397,0.95
"2533",159,2,9540,2.5,-0.00937290877485003,0.0396274082790986,0.96
"2534",160,2,9600,2.5,-0.000617314042644312,0.046037758980812,0.96
"2535",161,2,9660,2.5,-0.0331447776232586,0.0477868472140626,0.93
"2536",162,2,9720,2.5,-0.0414310553374398,0.0354113198553176,0.97
"2537",163,2,9780,2.5,-0.00873686990200395,0.0500133874881849,0.93
"2538",164,2,9840,2.5,0.0265149021014738,0.0455578594118115,0.93
"2539",165,2,9900,2.5,0.0127017145326077,0.0454017507016579,0.96
"2540",166,2,9960,2.5,0.00843361999276104,0.039715423064149,0.94
"2541",167,1,8350,2.5,0.00882118786403852,0.0717618303444734,0.94
"2542",168,1,8400,2.5,-0.0318177416112148,0.0792951060984572,0.9
"2543",169,1,8450,2.5,0.0375209148277842,0.0758780751219685,0.94
"2544",170,1,8500,2.5,0.0181214408528696,0.0551201125549581,0.98
"2545",171,1,8550,2.5,0.00422809658355594,0.0617238946243092,0.96
"2546",172,1,8600,2.5,0.0206335608590474,0.0734740717665826,0.93
"2547",173,1,8650,2.5,-0.0439559329082777,0.0740124248605183,0.96
"2548",174,1,8700,2.5,-0.00111394155298877,0.0527273621742044,0.99
"2549",175,1,8750,2.5,-0.0576532647978031,0.0683230761853966,0.97
"2550",176,1,8800,2.5,0.0162810451158943,0.0682633511148782,0.94
"2551",177,1,8850,2.5,-0.007716453519798,0.0675618052890724,0.96
"2552",178,1,8900,2.5,-0.0371232842801865,0.0663297930811616,0.96
"2553",179,1,8950,2.5,0.0178529266781182,0.0615581945520209,0.96
"2554",180,1,9000,2.5,-0.0379457765576815,0.065781644934552,0.92
"2555",181,1,9050,2.5,0.0324651644923095,0.0601263682573967,0.95
"2556",182,1,9100,2.5,0.00859203708963374,0.0537097652730209,0.98
"2557",183,1,9150,2.5,0.027903222750819,0.061573171277048,0.92
"2558",184,1,9200,2.5,-0.00898772068038656,0.0735433075937093,0.94
"2559",185,1,9250,2.5,-0.0146250665530147,0.0832401756288582,0.91
"2560",186,1,9300,2.5,0.080382142215901,0.0669523962393921,0.93
"2561",187,1,9350,2.5,0.0247476742983309,0.0654999683645782,0.95
"2562",188,1,9400,2.5,-0.0205740024020803,0.0630188376641258,0.96
"2563",189,1,9450,2.5,-0.030259771620996,0.0864183550160685,0.87
"2564",190,1,9500,2.5,-0.0174856801707736,0.0663356009240611,0.95
"2565",191,1,9550,2.5,-0.0230704356905355,0.0651014732051448,0.96
"2566",192,1,9600,2.5,0.0142427696292107,0.0539770482021983,0.97
"2567",193,1,9650,2.5,-0.028546687112548,0.0657524909491302,0.95
"2568",194,1,9700,2.5,-0.00107902606523375,0.0643111741947838,0.93
"2569",195,1,9750,2.5,0.0191872261102145,0.0836567628742629,0.88
"2570",196,1,9800,2.5,-0.00295194613481858,0.0639552195902129,0.94
"2571",197,1,9850,2.5,-0.0291657919399058,0.0566678753796508,0.94
"2572",198,1,9900,2.5,0.0276583184406405,0.0583389995278669,0.95
"2573",199,1,9950,2.5,-0.0163407602776572,0.0650923117766382,0.92
"2574",200,1,10000,2.5,0.0142752091327498,0.0441609455055558,0.96
"2575",3,329,9990,2.7,-0.015292933237947,0.637068483197743,0.53
"2576",4,246,10000,2.7,-0.045973795291474,0.5509193960278,0.65
"2577",5,196,10000,2.7,0.0319444170511477,0.422130452886375,0.77
"2578",6,162,9960,2.7,-0.0377666682774646,0.406897533002618,0.8
"2579",7,138,9940,2.7,-0.0524720175298632,0.359672718757011,0.78
"2580",8,121,10000,2.7,-0.0588802006461712,0.29062712397574,0.86
"2581",9,107,9990,2.7,0.0361192043412318,0.247539652934693,0.89
"2582",10,96,10000,2.7,0.0318204674326199,0.163390954295854,0.93
"2583",11,86,9900,2.7,0.0487936910709064,0.213156733004134,0.88
"2584",12,79,9960,2.7,-0.0116743460593209,0.193608356599298,0.89
"2585",13,72,9880,2.7,0.00260507135741861,0.188716793137741,0.93
"2586",14,67,9940,2.7,-0.0170196173100785,0.175565545708514,0.85
"2587",15,62,9900,2.7,-0.0199317580468764,0.179715967879713,0.87
"2588",16,58,9920,2.7,0.0584746059528685,0.176798207289559,0.84
"2589",17,54,9860,2.7,-0.0479932172710107,0.127407864843956,0.94
"2590",18,51,9900,2.7,0.0222693629193219,0.128263155612139,0.93
"2591",19,48,9880,2.7,0.0529848749330487,0.119338639768923,0.92
"2592",20,46,10000,2.7,-0.0156625217209256,0.147451525515324,0.87
"2593",21,43,9870,2.7,0.00434985426359435,0.104808210355693,0.93
"2594",22,41,9900,2.7,-9.18212431263443e-05,0.127471960026383,0.86
"2595",23,39,9890,2.7,-0.0104118947175407,0.102359299134277,0.94
"2596",24,37,9840,2.7,-0.0222912676612593,0.105962693073265,0.93
"2597",25,36,10000,2.7,-0.0172296448802953,0.105081718922744,0.92
"2598",26,34,9880,2.7,0.0263268907212498,0.0839599058268147,0.94
"2599",27,33,9990,2.7,-0.0251461584870737,0.0786521169712331,0.98
"2600",28,31,9800,2.7,0.00397636273895563,0.0796195033732851,0.92
"2601",29,30,9860,2.7,-0.0195660729564028,0.101360762879921,0.91
"2602",30,29,9900,2.7,-0.00676134929182726,0.0905552856471162,0.92
"2603",31,28,9920,2.7,-0.0271481014791129,0.0813096001670638,0.9
"2604",32,27,9920,2.7,-0.00163812105403649,0.0719559835706486,0.95
"2605",33,26,9900,2.7,-0.0116241520043613,0.0924906084791081,0.94
"2606",34,25,9860,2.7,-0.0108481017843385,0.0854158362719935,0.95
"2607",35,24,9800,2.7,0.00677483199648221,0.0718061634165407,0.94
"2608",36,23,9720,2.7,-0.0487773911558219,0.0669302508653426,0.94
"2609",37,23,9990,2.7,0.0027844413304694,0.0846511848431485,0.92
"2610",38,22,9880,2.7,0.0284794719846428,0.0561533912063421,0.98
"2611",39,21,9750,2.7,-0.0032447246975344,0.0711887633629413,0.95
"2612",40,21,10000,2.7,0.01336902675716,0.0535631147212078,0.94
"2613",41,20,9840,2.7,-0.00335839598263926,0.0770477894100872,0.91
"2614",42,19,9660,2.7,0.0157828353257887,0.0629542737023688,0.96
"2615",43,19,9890,2.7,0.000266662320939859,0.062727055048463,0.94
"2616",44,18,9680,2.7,0.0101315451982097,0.0519237969333632,0.98
"2617",45,18,9900,2.7,-0.000356457864623572,0.056038691781443,0.94
"2618",46,17,9660,2.7,0.0222778242601904,0.0682681461856929,0.92
"2619",47,17,9870,2.7,-0.0199179800177696,0.0659454494259981,0.92
"2620",48,16,9600,2.7,-0.0318595171813423,0.0553370348622212,0.93
"2621",49,16,9800,2.7,-0.0517135503311197,0.0567864926184588,0.95
"2622",50,16,10000,2.7,0.0333172242796793,0.0389348126759945,0.97
"2623",51,15,9690,2.7,0.0381099015696446,0.0550883447407707,0.93
"2624",52,15,9880,2.7,0.0491467358747406,0.0573209319125639,0.96
"2625",53,14,9540,2.7,0.0181418121402261,0.0537606375249108,0.95
"2626",54,14,9720,2.7,-0.0228727587884067,0.0383555285560714,0.99
"2627",55,14,9900,2.7,0.0214634231339231,0.0544389160704751,0.92
"2628",56,13,9520,2.7,-0.0312630417720063,0.0543710766563096,0.94
"2629",57,13,9690,2.7,0.00581550022312349,0.0568519693321207,0.94
