"","G","R","total_cost","sigma2","bias","mse","coverage"
"755",163,2,9780,0.7,0.0154253832704497,0.0244308902316789,0.93
"756",164,2,9840,0.7,-0.00322194751367572,0.0180598374328061,0.99
"757",165,2,9900,0.7,0.0151891015532498,0.0166588310624133,0.95
"758",166,2,9960,0.7,0.0136200215963342,0.0186959948464336,0.96
"759",167,1,8350,0.7,0.0154409631304999,0.0272190469377926,0.99
"760",168,1,8400,0.7,0.00744677762977308,0.02700037549668,0.95
"761",169,1,8450,0.7,-0.00272315891163172,0.0266213681277035,0.95
"762",170,1,8500,0.7,-0.00486280824616464,0.028547569574708,0.96
"763",171,1,8550,0.7,-0.0318446875763705,0.0246718294390417,0.96
"764",172,1,8600,0.7,-0.00619830533349786,0.0310468576555738,0.91
"765",173,1,8650,0.7,-0.0312232005430219,0.0240277738107371,0.98
"766",174,1,8700,0.7,-0.00754521445639023,0.0262058121805709,0.94
"767",175,1,8750,0.7,0.0202444673698619,0.0321374710732425,0.92
"768",176,1,8800,0.7,0.00168749080121777,0.0277336380474299,0.94
"769",177,1,8850,0.7,0.0106180804407016,0.0317467646086185,0.9
"770",178,1,8900,0.7,-0.0243434204107387,0.027323017212335,0.96
"771",179,1,8950,0.7,0.0139031599331768,0.0203995491556777,0.95
"772",180,1,9000,0.7,-0.00401099041996156,0.0275009721770264,0.94
"773",181,1,9050,0.7,0.0133837590443465,0.0259614655445299,0.95
"774",182,1,9100,0.7,0.00432352154556137,0.0244303211585977,0.96
"775",183,1,9150,0.7,0.00185256935665179,0.0242027102954601,0.94
"776",184,1,9200,0.7,0.0253822153079493,0.0238481975551919,0.96
"777",185,1,9250,0.7,0.0061262555280458,0.0281373435232904,0.96
"778",186,1,9300,0.7,-0.0082080020596087,0.0269900163780655,0.95
"779",187,1,9350,0.7,0.00717661821084348,0.0274718543129436,0.95
"780",188,1,9400,0.7,-0.0261373264235242,0.0310141449242764,0.89
"781",189,1,9450,0.7,-0.0095437433029189,0.0296596492966431,0.93
"782",190,1,9500,0.7,-0.0221994140633041,0.0240272605299651,0.96
"783",191,1,9550,0.7,0.0187885587185497,0.0186211620271522,0.97
"784",192,1,9600,0.7,-0.0040624704083439,0.0269263745829459,0.93
"785",193,1,9650,0.7,-0.0223591966174455,0.0213717011532761,0.99
"786",194,1,9700,0.7,0.0266696400962553,0.0202655359410137,0.96
"787",195,1,9750,0.7,-0.015370605774755,0.0250597410164972,0.96
"788",196,1,9800,0.7,0.0100253407288926,0.0293429277876562,0.94
"789",197,1,9850,0.7,0.00610703557914949,0.0235303671798355,0.95
"790",198,1,9900,0.7,0.00670165854495486,0.0250889867566974,0.96
"791",199,1,9950,0.7,-0.00943200615935685,0.0194021886591141,0.95
"792",200,1,10000,0.7,-0.000136009502248513,0.0325895427265566,0.91
"793",3,329,9990,0.9,0.0295429130200997,0.689404071177272,0.43
"794",4,246,10000,0.9,0.168137329692042,0.711075777685065,0.61
"795",5,196,10000,0.9,-0.0156915001991241,0.583487460395653,0.74
"796",6,162,9960,0.9,-0.0388063925009053,0.319670418984758,0.87
"797",7,138,9940,0.9,-0.0435152589176249,0.31224308889265,0.82
"798",8,121,10000,0.9,-0.00820421688229167,0.248354589530977,0.88
"799",9,107,9990,0.9,-0.0207860781080124,0.272754835490566,0.84
"800",10,96,10000,0.9,0.0234302154153325,0.207663760132088,0.88
"801",11,86,9900,0.9,-0.0312615138481749,0.213490564038569,0.91
"802",12,79,9960,0.9,-0.0436321994327218,0.174191933495861,0.94
"803",13,72,9880,0.9,0.0716598809097522,0.168447257208726,0.91
"804",14,67,9940,0.9,-0.0209266942293415,0.136370281086982,0.91
"805",15,62,9900,0.9,-0.0346422073446815,0.162392721915282,0.9
"806",16,58,9920,0.9,-0.0487328508858364,0.151224535828756,0.9
"807",17,54,9860,0.9,-0.0117325424891797,0.109018222247053,0.91
"808",18,51,9900,0.9,-0.0748009370776493,0.121753066074978,0.9
"809",19,48,9880,0.9,0.0274020406972927,0.0969914453446096,0.96
"810",20,46,10000,0.9,0.0114316892752255,0.126343598157431,0.91
"811",21,43,9870,0.9,-0.0317383209531473,0.0730450371401003,0.96
"812",22,41,9900,0.9,0.00293024672341347,0.0884836702243153,0.97
"813",23,39,9890,0.9,0.0438718000748708,0.0882938829339426,0.94
"814",24,37,9840,0.9,0.03895357192281,0.099060679015177,0.95
"815",25,36,10000,0.9,0.00664369770618634,0.0915271968327296,0.9
"816",26,34,9880,0.9,0.0229241782033146,0.0916317646867997,0.96
"817",27,33,9990,0.9,-0.00548747523466742,0.0896269312379243,0.95
"818",28,31,9800,0.9,-0.0140113874805226,0.0716843341345906,0.93
"819",29,30,9860,0.9,0.0385004393736113,0.0790148255504825,0.95
"820",30,29,9900,0.9,-0.00339817542497828,0.0786102072233936,0.93
"821",31,28,9920,0.9,-0.0156065792868522,0.0667356457914965,0.94
"822",32,27,9920,0.9,-0.00545402286150654,0.0634507243562155,0.94
"823",33,26,9900,0.9,0.031653823578901,0.0612907313237541,0.94
"824",34,25,9860,0.9,0.0167689430793333,0.076937363636089,0.92
"825",35,24,9800,0.9,-0.0016706385243147,0.0605795142350585,0.97
"826",36,23,9720,0.9,0.00984569411206204,0.0839699432345786,0.92
"827",37,23,9990,0.9,-0.019347094448723,0.058661166951428,0.94
"828",38,22,9880,0.9,-0.0118748944769097,0.0491991943340248,0.93
"829",39,21,9750,0.9,-0.00714086320713914,0.047619528874367,0.95
"830",40,21,10000,0.9,0.0182714873930383,0.0572604670416465,0.91
"831",41,20,9840,0.9,0.0518600370585053,0.0619928194890604,0.9
"832",42,19,9660,0.9,0.0231139052381953,0.0401312921796724,0.96
"833",43,19,9890,0.9,0.0120866036388753,0.0471686511862619,0.96
"834",44,18,9680,0.9,-0.0206228945351818,0.0465460058351765,0.93
"835",45,18,9900,0.9,0.0100424131764765,0.050435033454507,0.96
"836",46,17,9660,0.9,0.00736083536351617,0.0581372257020233,0.92
"837",47,17,9870,0.9,-0.0184252629569207,0.0392395170170969,0.96
"838",48,16,9600,0.9,0.00304095890740641,0.0530486886701663,0.92
"839",49,16,9800,0.9,-0.00275646101415083,0.0466732785405954,0.96
"840",50,16,10000,0.9,-0.0261086004083878,0.0541329075284284,0.93
"841",51,15,9690,0.9,0.00251518028462294,0.0332767987211265,0.97
"842",52,15,9880,0.9,-0.00356702336718578,0.0422801756430518,0.94
"843",53,14,9540,0.9,-0.0160298979593642,0.0473664887301748,0.92
"844",54,14,9720,0.9,-0.0189638271791807,0.0422242282372021,0.96
"845",55,14,9900,0.9,-0.0163349285978197,0.0429192814924176,0.92
"846",56,13,9520,0.9,0.005148259789999,0.0460070272205467,0.93
"847",57,13,9690,0.9,0.00668361259702488,0.0441279565089763,0.91
"848",58,13,9860,0.9,0.00327618678476582,0.0404035325368076,0.95
"849",59,12,9440,0.9,-0.0132594192395615,0.0334611263379404,0.94
"850",60,12,9600,0.9,-0.00530024279832109,0.041309684935967,0.94
"851",61,12,9760,0.9,-0.00418622334328361,0.0397668432473286,0.94
"852",62,12,9920,0.9,5.1408213738724e-05,0.0312824157238599,0.97
"853",63,11,9450,0.9,-0.00716433760870672,0.0399329937366603,0.94
"854",64,11,9600,0.9,-0.0125584326863638,0.0435259185707419,0.93
"855",65,11,9750,0.9,-0.0191507056338004,0.0402571237826322,0.96
"856",66,11,9900,0.9,0.0169519765160233,0.0316079272275447,0.95
"857",67,10,9380,0.9,0.0342156939607402,0.0365390779955748,0.95
"858",68,10,9520,0.9,-0.033985576614742,0.0445800889242761,0.93
"859",69,10,9660,0.9,-0.00927827440442924,0.0371918957728863,0.93
"860",70,10,9800,0.9,0.000966767356938569,0.0287643384604303,0.98
"861",71,10,9940,0.9,-0.0260126909199444,0.0363940838705112,0.93
"862",72,9,9360,0.9,-0.00122438665453878,0.0418518412597949,0.92
"863",73,9,9490,0.9,0.00940791949405972,0.0380403688253946,0.91
"864",74,9,9620,0.9,-0.00303467726384943,0.0328210748208201,0.97
"865",75,9,9750,0.9,0.00469486497816629,0.0285845589490283,0.96
"866",76,9,9880,0.9,-0.0113587604016102,0.0266543367322673,0.97
"867",77,8,9240,0.9,0.014881378023454,0.0312591663141787,0.93
"868",78,8,9360,0.9,0.00228783446827918,0.0318324444947892,0.95
"869",79,8,9480,0.9,0.0170732446119823,0.0361141985207061,0.94
"870",80,8,9600,0.9,-0.00852940957188769,0.0299741630856185,0.94
"871",81,8,9720,0.9,0.00302909200869161,0.0279620112677043,0.96
"872",82,8,9840,0.9,-0.0116486098785832,0.0303615230741472,0.95
"873",83,8,9960,0.9,0.0287788717807974,0.0306462129221458,0.95
"874",84,7,9240,0.9,0.0103283083664263,0.0398590866887723,0.9
"875",85,7,9350,0.9,-0.030558636961292,0.0264658268488221,0.97
"876",86,7,9460,0.9,-0.0124524253521224,0.0273577152574034,0.96
"877",87,7,9570,0.9,0.00981047739423668,0.0294266754620567,0.97
"878",88,7,9680,0.9,0.00560152434179295,0.0239004388633575,0.95
"879",89,7,9790,0.9,-0.00352152709671777,0.0250053832058179,0.97
"880",90,7,9900,0.9,0.0411729917430722,0.0304832366184835,0.92
"881",91,6,9100,0.9,-0.00826513590039946,0.0296855642413936,0.94
"882",92,6,9200,0.9,-0.0104677867004636,0.0241521823924518,0.94
"883",93,6,9300,0.9,0.00861781549518481,0.0255790114254021,0.96
"884",94,6,9400,0.9,-0.00641868217630759,0.0289446765255913,0.93
"885",95,6,9500,0.9,-0.00127957047620902,0.0296520542444674,0.95
"886",96,6,9600,0.9,0.00573916138713715,0.0250467633675974,0.95
"887",97,6,9700,0.9,0.00205650489823328,0.0247039981896015,0.93
"888",98,6,9800,0.9,-0.00491114234880552,0.0263385657723753,0.93
"889",99,6,9900,0.9,0.0120933113009816,0.0269371381343481,0.95
"890",100,6,10000,0.9,-0.00295307713308068,0.0199059420385669,0.98
"891",101,5,9090,0.9,-0.0142708729810462,0.0254076020456764,0.95
"892",102,5,9180,0.9,-0.0084059998728806,0.027469767088169,0.93
"893",103,5,9270,0.9,0.0215808988379169,0.0256994215924155,0.96
"894",104,5,9360,0.9,-0.00841448934768668,0.020363898070707,0.98
"895",105,5,9450,0.9,-0.0146817939451022,0.0223096032089437,0.97
"896",106,5,9540,0.9,0.0178592665430566,0.0237708056547342,0.96
"897",107,5,9630,0.9,-0.0084859725767254,0.0250468066138963,0.97
"898",108,5,9720,0.9,0.0244504881604468,0.0280343656358878,0.92
"899",109,5,9810,0.9,-0.0274511800221077,0.027859559493743,0.92
"900",110,5,9900,0.9,-0.0112690565121024,0.0257107277917969,0.94
"901",111,5,9990,0.9,0.0227064793358391,0.0255807345510645,0.96
"902",112,4,8960,0.9,0.00324862477322918,0.031551668686852,0.91
"903",113,4,9040,0.9,0.000708724746681155,0.0252067958338601,0.96
"904",114,4,9120,0.9,0.0170227119368619,0.0267720919309765,0.95
"905",115,4,9200,0.9,-0.0149111774975015,0.026729777986117,0.92
"906",116,4,9280,0.9,-0.0017175933923661,0.0262872643122971,0.91
"907",117,4,9360,0.9,0.0146361453713192,0.029924013708809,0.9
"908",118,4,9440,0.9,0.0184806732227063,0.0289867515141336,0.95
"909",119,4,9520,0.9,-0.0123015799720947,0.0247647101961742,0.92
"910",120,4,9600,0.9,0.0239555512845494,0.0301685945895798,0.92
"911",121,4,9680,0.9,-0.0197884580632902,0.0246285249029872,0.98
"912",122,4,9760,0.9,-0.00602649931219357,0.0276120384140398,0.94
"913",123,4,9840,0.9,-0.0226716582348137,0.0210708185389514,0.98
"914",124,4,9920,0.9,0.000565199240683212,0.0222435876901521,0.94
"915",125,4,10000,0.9,0.012142477856296,0.0285383932357331,0.96
"916",126,3,8820,0.9,0.0201043244079083,0.0304587682200708,0.93
"917",127,3,8890,0.9,-0.0205095797428554,0.0310089596256288,0.94
"918",128,3,8960,0.9,-0.0334797389918332,0.0289999603639371,0.94
"919",129,3,9030,0.9,0.0147627571090181,0.0307012789341681,0.91
"920",130,3,9100,0.9,0.00283316945710044,0.0255016740624447,0.94
"921",131,3,9170,0.9,-0.000506869573853541,0.0222826797463556,0.95
"922",132,3,9240,0.9,-0.00826777309237109,0.0248521927046471,0.95
"923",133,3,9310,0.9,-0.0165065029206082,0.0280370065418584,0.95
"924",134,3,9380,0.9,0.00429048006848087,0.0259902264000494,0.93
"925",135,3,9450,0.9,0.0128347829707005,0.0245946965345853,0.95
"926",136,3,9520,0.9,0.0202394262230057,0.0258465776514141,0.95
"927",137,3,9590,0.9,0.00166869405504932,0.0261331971364972,0.93
"928",138,3,9660,0.9,-0.00533845634046637,0.0238079989804419,0.92
"929",139,3,9730,0.9,-0.00371241485860646,0.0204124790822696,0.96
"930",140,3,9800,0.9,0.00563846321334649,0.0195789273069986,0.99
"931",141,3,9870,0.9,0.0127866446647207,0.0221528713084683,0.94
"932",142,3,9940,0.9,-0.00771826858021779,0.024774010814264,0.95
"933",143,2,8580,0.9,0.0133845309614774,0.0282268710226175,0.93
"934",144,2,8640,0.9,-0.000866215996204456,0.027790834378931,0.93
"935",145,2,8700,0.9,-0.00494506431723529,0.0299444879620061,0.93
"936",146,2,8760,0.9,-0.0159457225698541,0.0238367942157614,0.96
"937",147,2,8820,0.9,0.030258093258855,0.0291472308902933,0.88
"938",148,2,8880,0.9,-0.0163185960156945,0.0214277177946434,0.98
"939",149,2,8940,0.9,-0.0241889769495781,0.0254524809502575,0.93
"940",150,2,9000,0.9,0.014966300566967,0.0275801916669923,0.95
"941",151,2,9060,0.9,0.0211309471069855,0.0254656550517232,0.96
"942",152,2,9120,0.9,-0.015387020636343,0.022646922474864,0.97
"943",153,2,9180,0.9,0.026699005505898,0.0358693729229739,0.88
"944",154,2,9240,0.9,-0.0203795946359567,0.0249606425364235,0.96
"945",155,2,9300,0.9,-0.0156739900695697,0.0296483947776162,0.92
"946",156,2,9360,0.9,-0.00974427427599855,0.0247274154361738,0.95
"947",157,2,9420,0.9,0.0234424091897568,0.0227307731105313,0.95
"948",158,2,9480,0.9,-0.016724003104485,0.0228789203697515,0.96
"949",159,2,9540,0.9,9.78206042092644e-05,0.0224989702064004,0.96
"950",160,2,9600,0.9,0.0224630599335783,0.0248802233907253,0.94
"951",161,2,9660,0.9,-0.0123422934286668,0.0170394383732307,0.99
"952",162,2,9720,0.9,0.012542461975045,0.0223810659228538,0.97
"953",163,2,9780,0.9,0.0179293591351808,0.0317474609379979,0.88
"954",164,2,9840,0.9,0.00194000147672291,0.0197374163346483,0.97
"955",165,2,9900,0.9,0.0205320947507157,0.0150866588433198,0.98
"956",166,2,9960,0.9,-0.00686346867811194,0.0239870282515145,0.94
"957",167,1,8350,0.9,-0.000645329851637622,0.0260762018696274,0.97
"958",168,1,8400,0.9,0.0225661957473077,0.0372482271312802,0.92
"959",169,1,8450,0.9,0.0302308020010698,0.0337281712886415,0.96
"960",170,1,8500,0.9,-0.00043750487219768,0.0309885467066692,0.95
"961",171,1,8550,0.9,-0.0285722801616528,0.0319043914654501,0.95
"962",172,1,8600,0.9,0.0230308392883803,0.0326306438264706,0.95
"963",173,1,8650,0.9,-0.0151106067852178,0.030391848866721,0.94
"964",174,1,8700,0.9,-0.0157771562461556,0.0373751195479417,0.92
"965",175,1,8750,0.9,-0.00157723858441589,0.0270643201943753,0.96
"966",176,1,8800,0.9,0.00793710607268616,0.0317921054435995,0.94
"967",177,1,8850,0.9,0.0255911260924714,0.0332268105804835,0.94
"968",178,1,8900,0.9,-0.0272271582398511,0.0362632047690093,0.95
"969",179,1,8950,0.9,-0.0130363423414175,0.0263254617239368,0.98
"970",180,1,9000,0.9,-0.00817198918215606,0.0322188343283297,0.93
"971",181,1,9050,0.9,-0.017136947767375,0.037841626113225,0.92
"972",182,1,9100,0.9,0.0165902248512837,0.0277029023964298,0.95
"973",183,1,9150,0.9,-0.0222403837333302,0.0308543194226051,0.94
"974",184,1,9200,0.9,-0.0122134124863827,0.0261364332731325,0.97
"975",185,1,9250,0.9,0.00248718905270395,0.02474665351947,0.96
"976",186,1,9300,0.9,0.0147954397615041,0.0317881418504908,0.97
"977",187,1,9350,0.9,-0.00114349955557019,0.033252028316275,0.98
"978",188,1,9400,0.9,0.00598980978861041,0.0312436485211384,0.93
"979",189,1,9450,0.9,0.0152604777842312,0.0227266346066488,0.97
"980",190,1,9500,0.9,-0.0102171373237727,0.0258571088083062,0.96
"981",191,1,9550,0.9,0.00958864638219048,0.0220473355915059,0.97
"982",192,1,9600,0.9,-0.012920342655835,0.0349524741717911,0.93
"983",193,1,9650,0.9,0.011303939223447,0.033695195409296,0.95
"984",194,1,9700,0.9,-0.00790279543310263,0.0302132392524732,0.95
"985",195,1,9750,0.9,-0.0282092877572439,0.0282139636224914,0.92
"986",196,1,9800,0.9,-0.0267610654366002,0.0221251991920025,1
"987",197,1,9850,0.9,0.0173697765448515,0.0329455218683599,0.94
"988",198,1,9900,0.9,-0.00609758522723719,0.026236966142432,0.96
"989",199,1,9950,0.9,0.00215369905094087,0.0225436971303772,0.97
"990",200,1,10000,0.9,0.00545093238054073,0.0213950310909278,0.98
"991",3,329,9990,1.1,0.143995983467515,0.738924486335628,0.45
"992",4,246,10000,1.1,0.0592401889245995,0.640024928035632,0.64
"993",5,196,10000,1.1,0.0118652496355293,0.468568880558856,0.69
"994",6,162,9960,1.1,-0.0529950047177943,0.392156560379455,0.76
"995",7,138,9940,1.1,0.0147627504111171,0.301397081935777,0.83
"996",8,121,10000,1.1,0.0248193012400592,0.304442527228481,0.86
"997",9,107,9990,1.1,-0.0572120134282408,0.232514498432737,0.88
"998",10,96,10000,1.1,0.00732806121695795,0.286632100346889,0.88
"999",11,86,9900,1.1,0.0745426572438724,0.198212104381102,0.94
"1000",12,79,9960,1.1,-0.0702094510737978,0.259293723712313,0.84
"1001",13,72,9880,1.1,-0.00330908093436727,0.211260763904568,0.9
"1002",14,67,9940,1.1,-0.00518895363752048,0.16184114301638,0.9
"1003",15,62,9900,1.1,0.0742912581472611,0.123188967687803,0.9
"1004",16,58,9920,1.1,0.0206585461483654,0.11798809508908,0.92
"1005",17,54,9860,1.1,0.000924605855230465,0.130665457691493,0.91
"1006",18,51,9900,1.1,-0.0383990226615081,0.121138141094963,0.88
"1007",19,48,9880,1.1,-0.0323937821778153,0.127852310542429,0.92
"1008",20,46,10000,1.1,0.0139753130207535,0.0824285182274694,0.95
"1009",21,43,9870,1.1,-0.0590300812953082,0.100733805019426,0.94
"1010",22,41,9900,1.1,0.00466177754549502,0.109065720865384,0.91
"1011",23,39,9890,1.1,0.00242123398842653,0.121067052593532,0.87
"1012",24,37,9840,1.1,-0.00339040697587928,0.0946004510378323,0.91
"1013",25,36,10000,1.1,-0.0142265446953554,0.0904791267971271,0.91
"1014",26,34,9880,1.1,-0.0093643780498851,0.0651414354098956,0.95
"1015",27,33,9990,1.1,-0.0236355936640628,0.0694248691451345,0.94
"1016",28,31,9800,1.1,-0.00437921605822778,0.0687190524018121,0.95
"1017",29,30,9860,1.1,-0.0112623171835824,0.0687125801141879,0.96
"1018",30,29,9900,1.1,0.00624266960886166,0.0896944950223258,0.89
"1019",31,28,9920,1.1,0.0235709074043985,0.0769866156674403,0.94
"1020",32,27,9920,1.1,0.00223141800865967,0.0769806931505591,0.94
"1021",33,26,9900,1.1,-0.00220281366139097,0.0668337979710678,0.93
"1022",34,25,9860,1.1,0.00634102015225269,0.0612481511625327,0.94
"1023",35,24,9800,1.1,0.0207514010201324,0.07263725362626,0.95
"1024",36,23,9720,1.1,-0.0289326982831339,0.0594357349035359,0.92
"1025",37,23,9990,1.1,-0.0150674924728278,0.0735849301652112,0.91
"1026",38,22,9880,1.1,-0.0180854056981338,0.0541693567656402,0.96
"1027",39,21,9750,1.1,-6.32060813263724e-05,0.0522928908474372,0.94
"1028",40,21,10000,1.1,-0.0174418433054073,0.0503128033751615,0.96
"1029",41,20,9840,1.1,0.0342844975201312,0.062881504159767,0.9
"1030",42,19,9660,1.1,-0.00161742879885873,0.0583936589110931,0.94
"1031",43,19,9890,1.1,0.0148591652756225,0.0534548288847781,0.96
"1032",44,18,9680,1.1,0.0262467566170582,0.0554710635529798,0.93
"1033",45,18,9900,1.1,-0.0105615167396231,0.0494551241651255,0.95
"1034",46,17,9660,1.1,-0.0216959558736852,0.0507848468231673,0.95
"1035",47,17,9870,1.1,-0.00812854496850479,0.0420376075601987,0.96
"1036",48,16,9600,1.1,-0.00738464017173379,0.0425878374952132,0.96
"1037",49,16,9800,1.1,0.0185907432691033,0.0401688340145661,0.95
"1038",50,16,10000,1.1,-0.0192527011423024,0.0451125328790109,0.93
"1039",51,15,9690,1.1,0.0315477267034012,0.0590920394486459,0.84
"1040",52,15,9880,1.1,-0.00149829757953851,0.0381832180558282,0.97
"1041",53,14,9540,1.1,0.0133470992385485,0.0453199610769383,0.95
"1042",54,14,9720,1.1,0.00973796046443287,0.0352118519190239,0.95
"1043",55,14,9900,1.1,0.04197934505364,0.0387189738468686,0.96
"1044",56,13,9520,1.1,0.0189651764530085,0.0329315003886766,0.98
"1045",57,13,9690,1.1,0.033090979009091,0.0478966308650789,0.96
"1046",58,13,9860,1.1,-0.00751858270662614,0.0370590460464929,0.95
"1047",59,12,9440,1.1,-0.022370689854667,0.0475560576801956,0.95
"1048",60,12,9600,1.1,0.0547426701999673,0.0450553532326627,0.9
"1049",61,12,9760,1.1,0.00543350034793788,0.0448797859275433,0.91
"1050",62,12,9920,1.1,-0.0305302919138932,0.0431890650504294,0.9
"1051",63,11,9450,1.1,0.0101930980001876,0.0416785236532139,0.93
"1052",64,11,9600,1.1,0.0236338413850993,0.0429390716274046,0.93
"1053",65,11,9750,1.1,-0.0119219872492996,0.0331621572039583,0.95
"1054",66,11,9900,1.1,-0.015441766090354,0.0390339972902328,0.92
"1055",67,10,9380,1.1,0.012649074839418,0.0370141921337091,0.96
"1056",68,10,9520,1.1,0.024643304463049,0.0401774621522923,0.91
"1057",69,10,9660,1.1,-0.0201485369278047,0.0442649756593259,0.91
"1058",70,10,9800,1.1,-0.00377393829892569,0.0337727389496984,0.96
"1059",71,10,9940,1.1,0.0238598737594343,0.0313666337480785,0.94
"1060",72,9,9360,1.1,0.0597718781741748,0.0334262815063537,0.95
"1061",73,9,9490,1.1,-0.013216459248018,0.0356207119657772,0.94
"1062",74,9,9620,1.1,0.0306452169849235,0.0325988976094099,0.99
"1063",75,9,9750,1.1,-0.00255640813069508,0.0289362780724699,0.94
"1064",76,9,9880,1.1,-0.0128705331851547,0.0372616593321709,0.93
"1065",77,8,9240,1.1,-0.0209112980057119,0.0293051332040068,0.99
"1066",78,8,9360,1.1,-0.031203024309607,0.0295651397895156,0.96
"1067",79,8,9480,1.1,-0.0139563314486696,0.0317111361580766,0.95
"1068",80,8,9600,1.1,0.0344881845668736,0.0379161863781898,0.94
"1069",81,8,9720,1.1,0.0140573394822056,0.0317491328049009,0.95
"1070",82,8,9840,1.1,0.0306728078839579,0.0323146761880347,0.92
"1071",83,8,9960,1.1,-0.0414246855808623,0.0309183189082793,0.96
"1072",84,7,9240,1.1,-0.00766973422955386,0.0444997173455609,0.88
"1073",85,7,9350,1.1,0.0330314331787493,0.0325058032998262,0.96
"1074",86,7,9460,1.1,0.00464962354084553,0.0291705408552832,0.96
"1075",87,7,9570,1.1,-0.00444642453555627,0.0322300542832962,0.95
"1076",88,7,9680,1.1,-0.0095340349176265,0.0307728662393989,0.95
"1077",89,7,9790,1.1,-0.000556100054877606,0.0272619038912587,0.96
"1078",90,7,9900,1.1,-0.00598487751402421,0.0368418827821184,0.92
"1079",91,6,9100,1.1,-0.00774372233567555,0.0281672820674161,0.94
"1080",92,6,9200,1.1,-0.0134426292670955,0.0279222451539556,0.97
"1081",93,6,9300,1.1,0.0317548112212438,0.0304267332592099,0.94
"1082",94,6,9400,1.1,0.00573761918161186,0.0291000429900648,0.93
"1083",95,6,9500,1.1,-0.0166946265956024,0.0285635916050411,0.98
"1084",96,6,9600,1.1,-0.00384924655402274,0.0258852780196524,0.98
"1085",97,6,9700,1.1,-0.0190817793064525,0.0280841600405011,0.92
"1086",98,6,9800,1.1,-0.0252244638976182,0.0236987076523977,0.94
"1087",99,6,9900,1.1,-0.0208321656472099,0.0319418452778001,0.95
"1088",100,6,10000,1.1,0.0043024045038097,0.0230765875140237,0.97
"1089",101,5,9090,1.1,0.0198623121413701,0.0350790106305799,0.92
"1090",102,5,9180,1.1,-0.00703574598998308,0.0244927548553747,0.98
"1091",103,5,9270,1.1,0.0101249383833844,0.0284365971828363,0.93
"1092",104,5,9360,1.1,0.00389140084165185,0.0256234837408124,0.95
"1093",105,5,9450,1.1,0.0193932236148191,0.0232240613614136,0.98
"1094",106,5,9540,1.1,0.015858494666343,0.0284191555458759,0.95
"1095",107,5,9630,1.1,0.0087725483519906,0.0225782083878436,0.99
"1096",108,5,9720,1.1,0.00488922472277364,0.0299046013289109,0.95
"1097",109,5,9810,1.1,0.00759137634924167,0.0279296530787532,0.96
"1098",110,5,9900,1.1,-0.0186422521413799,0.033479013609771,0.92
"1099",111,5,9990,1.1,-0.00557429802767684,0.028931159079743,0.91
"1100",112,4,8960,1.1,-0.00692321224379977,0.0348999081149183,0.92
"1101",113,4,9040,1.1,-0.00115756928255578,0.0237304960714905,0.96
"1102",114,4,9120,1.1,0.00829059837697155,0.0225680235958449,0.95
"1103",115,4,9200,1.1,-0.00848161672771047,0.0333177938949569,0.91
"1104",116,4,9280,1.1,0.0251314378176563,0.0222564131133989,0.95
"1105",117,4,9360,1.1,0.000617794236924429,0.0256744255128536,0.95
"1106",118,4,9440,1.1,-0.00990482499253431,0.0250352108060317,0.95
"1107",119,4,9520,1.1,-0.0234044875426475,0.0251987723803071,0.98
"1108",120,4,9600,1.1,-0.00857201498676041,0.0237904467778044,0.96
"1109",121,4,9680,1.1,-0.00344794989859792,0.0214485304512468,0.94
"1110",122,4,9760,1.1,-0.033363970769813,0.0252228971559196,0.95
"1111",123,4,9840,1.1,0.00726728094434792,0.0248052848753806,0.96
"1112",124,4,9920,1.1,0.0188707405090325,0.0307166109591439,0.91
"1113",125,4,10000,1.1,-0.00175417352393731,0.0199343797774489,0.97
"1114",126,3,8820,1.1,0.0122663574160488,0.0289794617981587,0.93
"1115",127,3,8890,1.1,0.0214163069717213,0.0263833626701054,0.95
"1116",128,3,8960,1.1,-0.00600547331891932,0.026245029121431,0.96
"1117",129,3,9030,1.1,-0.0203688647918887,0.0294826660686062,0.95
"1118",130,3,9100,1.1,-0.00656862280988413,0.024773015788674,0.97
"1119",131,3,9170,1.1,0.0162310455624608,0.0278138432812194,0.95
"1120",132,3,9240,1.1,-0.00684765557473926,0.024469689271865,0.96
"1121",133,3,9310,1.1,-0.00600712473208287,0.0273114559360949,0.94
"1122",134,3,9380,1.1,-0.0107514493877843,0.0295201968473473,0.92
"1123",135,3,9450,1.1,0.0126839995396871,0.028061543861451,0.96
"1124",136,3,9520,1.1,0.0195788040944579,0.0240215758785697,0.95
"1125",137,3,9590,1.1,-0.00557845129960688,0.026611530552863,0.93
"1126",138,3,9660,1.1,-0.0154765850844494,0.0261284798524513,0.95
"1127",139,3,9730,1.1,-0.0295813988783756,0.0230872482006121,0.94
"1128",140,3,9800,1.1,-0.00601601052040723,0.019989335642135,0.98
"1129",141,3,9870,1.1,-0.039307247751674,0.0194262216144211,0.95
"1130",142,3,9940,1.1,-0.0079541764785438,0.0258537952175784,0.93
"1131",143,2,8580,1.1,-0.0067877234489932,0.0323103138841358,0.94
"1132",144,2,8640,1.1,0.0190615792760468,0.0257778082192916,0.94
"1133",145,2,8700,1.1,-0.0159514778325093,0.0265093183149599,0.96
"1134",146,2,8760,1.1,0.0138184635602536,0.0261669541362275,0.94
"1135",147,2,8820,1.1,0.0165231695595968,0.0285042113275316,0.96
